Date/Time Created	VADS Content Version	VADS Application Version	Download Activity	Number of Items Selected
03/05/2019 16:14:53	3.0.0	3.1.1	Value Set Concept Detail Result Selection	272 of 272

Concept Code	Concept Name	Preferred Concept Name	Preferred Alternate Code	Code System OID	Code System Name	Code System Code	Code System Version	HL7 Table 0396 Code	Value Set Concept Description	Value Set Code	Value Set Version
3970	Sporting and athletic goods, and doll, toy and game manufacturing	Sporting and athletic goods, and doll, toy and game manufacturing [3970]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
5270	Sporting goods, camera, and hobby and toy stores	Sporting goods, camera, and hobby and toy stores [5270]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
2480	Structural clay product manufacturing	Structural clay product manufacturing [2480]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
2870	Structural metals, and boiler, tank, and shipping container manufacturing	Structural metals, and boiler, tank, and shipping container manufacturing [2870]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
1080	Sugar and confectionery products	Sugar and confectionery products [1080]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
0290	Support activities for agriculture and forestry	Support activities for agriculture and forestry [0290]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
0490	Support activities for mining	Support activities for mining [0490]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
6190	Taxi and limousine service	Taxi and limousine service [6190]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
1490	Textile and fabric finishing and coating mills	Textile and fabric finishing and coating mills [1490]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
1590	Textile product mills, except carpets and rugs	Textile product mills, except carpets and rugs [1590]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
2380	Tire manufacturing	Tire manufacturing [2380]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
1390	Tobacco manufacturing	Tobacco manufacturing [1390]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
7670	Travel arrangements and reservation services	Travel arrangements and reservation services [7670]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
8660	Traveler accommodation	Traveler accommodation [8660]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
6170	Truck transportation	Truck transportation [6170]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
9670	U. S Army	U. S Army [9670]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
9680	U. S. Air Force	U. S. Air Force [9680]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
9790	U. S. Armed Forces, Branch not specified	U. S. Armed Forces, Branch not specified [9790]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
9780	U. S. Coast Guard	U. S. Coast Guard [9780]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
9770	U. S. Marines	U. S. Marines [9770]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
9690	U. S. Navy	U. S. Navy [9690]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
5490	Used merchandise stores	Used merchandise stores [5490]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
5670	Vending machine operators	Vending machine operators [5670]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
3780	Veneer, plywood, and engineered wood products	Veneer, plywood, and engineered wood products [3780]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
7480	Veterinary services	Veterinary services [7480]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
7170	Video tape and disk rental	Video tape and disk rental [7170]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
8390	Vocational rehabilitation services	Vocational rehabilitation services [8390]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
6390	Warehousing and storage	Warehousing and storage [6390]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
7790	Waste management and remediation services	Waste management and remediation services [7790]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
6090	Water transportation	Water transportation [6090]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
0670	Water, steam, air-conditioning, and irrigation systems	Water, steam, air-conditioning, and irrigation systems [0670]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
4585	Wholesale electronic markets agents and brokers	Wholesale electronic markets agents and brokers [4585]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
6680	Wired telecommunications carriers	Wired telecommunications carriers [6680]		2.16.840.1.114222.4.5.315	Industry CDC Census 2010	PH_Industry_CDC_Census2010	2010	CDCINDUSTRY2010		PHVS_Industry_CDC_Census2010	1
