"name","item","start_col","end_col","alignment","padding","data_type","width","name_literal","default","allow_unlimited_text","parent","section","source","year_added","version_added","year_retired","version_retired","include_incidence","include_confidential","include_abstract"
"overRideReportSource",2050,1902,1902,"left"," ","digits",1,"Over-ride Report Source",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","SEER",,,,,TRUE,TRUE,TRUE
"overRideIllDefineSite",2060,1903,1903,"left"," ","digits",1,"Over-ride Ill-define Site",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","SEER",,,,,TRUE,TRUE,TRUE
"overRideLeukLymphoma",2070,1904,1904,"left"," ","digits",1,"Over-ride Leuk, Lymphoma",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","SEER",,,,,TRUE,TRUE,TRUE
"overRideSiteBehavior",2071,1905,1905,"left"," ","digits",1,"Over-ride Site/Behavior",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","SEER",1997,,,,TRUE,TRUE,TRUE
"overRideSiteEodDxDt",2072,1906,1906,"left"," ","digits",1,"Over-ride Site/EOD/DX Dt",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","SEER",1997,,,,TRUE,TRUE,TRUE
"overRideSiteLatEod",2073,1907,1907,"left"," ","digits",1,"Over-ride Site/Lat/EOD",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","SEER",1997,,,,TRUE,TRUE,TRUE
"overRideSiteLatMorph",2074,1908,1908,"left"," ","digits",1,"Over-ride Site/Lat/Morph",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","SEER",1997,,,,TRUE,TRUE,TRUE
"reserved13",2080,5065,5564,"left"," ","text",500,"Reserved 13",,FALSE,"Tumor","Pathology",,2011,,,,FALSE,TRUE,TRUE
"crcChecksum",2081,1920,1929,"left"," ","text",10,"CRC CHECKSUM",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","NAACCR",1998,6,,,TRUE,TRUE,TRUE
"dateCaseInitiated",2085,1951,1958,"left"," ","date",8,"Date Case Initiated",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","NAACCR",2010,12,,,TRUE,TRUE,TRUE
"dateCaseCompleted",2090,1959,1966,"left"," ","date",8,"Date Case Completed",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","NAACCR",,,,,TRUE,TRUE,TRUE
"dateCaseCompletedCoc",2092,1967,1974,"left"," ","date",8,"Date Case Completed--CoC",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","CoC",2010,12,,,TRUE,TRUE,TRUE
"dateCaseLastChanged",2100,1975,1982,"left"," ","date",8,"Date Case Last Changed",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","NAACCR",,,,,TRUE,TRUE,TRUE
"dateCaseReportExported",2110,1983,1990,"left"," ","date",8,"Date Case Report Exported",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","NPCR",,,,,TRUE,TRUE,TRUE
"dateCaseReportReceived",2111,1991,1998,"left"," ","date",8,"Date Case Report Received",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","NPCR",1997,,,,TRUE,TRUE,TRUE
"dateCaseReportLoaded",2112,1999,2006,"left"," ","date",8,"Date Case Report Loaded",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","NPCR",1997,,,,TRUE,TRUE,TRUE
"dateTumorRecordAvailbl",2113,2007,2014,"left"," ","date",8,"Date Tumor Record Availbl",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","NPCR",1997,,,,TRUE,TRUE,TRUE
"icdO3ConversionFlag",2116,2015,2015,"left"," ","digits",1,"ICD-O-3 Conversion Flag",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","SEER/CoC",2001,9,,,TRUE,TRUE,TRUE
"seerCodingSysCurrent",2120,1930,1930,"left"," ","mixed",1,"SEER Coding Sys--Current",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","NAACCR",,,,,TRUE,TRUE,TRUE
"seerCodingSysOriginal",2130,1931,1931,"left"," ","mixed",1,"SEER Coding Sys--Original",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","NAACCR",,,,,TRUE,TRUE,TRUE
"cocCodingSysCurrent",2140,1932,1933,"right","0","digits",2,"CoC Coding Sys--Current",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","CoC",,,,,TRUE,TRUE,TRUE
"cocCodingSysOriginal",2150,1934,1935,"right","0","digits",2,"CoC Coding Sys--Original",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","CoC",,,,,TRUE,TRUE,TRUE
"reserved18",2161,1595,1595,"left"," ","text",1,"Reserved 18",,FALSE,"Tumor",,,2013,13,2018,18,TRUE,TRUE,TRUE
"reserved19",2162,957,957,"left"," ","text",1,"Reserved 19",,FALSE,"Tumor",,,2016,16,2018,18,TRUE,TRUE,TRUE
"reserved20",2163,975,975,"left"," ","text",1,"Reserved 20",,FALSE,"Tumor",,,2016,16,2018,18,TRUE,TRUE,TRUE
"vendorName",2170,1936,1945,"left"," ","text",10,"Vendor Name",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","NAACCR",2011,,,,TRUE,TRUE,TRUE
"seerTypeOfFollowUp",2180,1946,1946,"left"," ","digits",1,"SEER Type of Follow-Up",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","SEER",1995,4,,,TRUE,TRUE,TRUE
"seerRecordNumber",2190,1947,1948,"right","0","digits",2,"SEER Record Number",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","SEER",1995,4,,,TRUE,TRUE,TRUE
"diagnosticProc7387",2200,1949,1950,"left"," ","text",2,"Diagnostic Proc 73-87",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","SEER",1995,5,,,TRUE,TRUE,TRUE
"reserved14",2210,20825,22824,"left"," ","text",2000,"Reserved 14",,FALSE,"Tumor","Text-Miscellaneous",,2011,,,,FALSE,FALSE,TRUE
"stateRequestorItems",2220,2340,3339,"left"," ","text",1000,"State/Requestor Items",,FALSE,"Tumor","Special Use","Varies",2011,,,,TRUE,TRUE,TRUE
"nameLast",2230,3340,3379,"left"," ","text",40,"Name--Last",,FALSE,"Patient","Patient-Confidential","CoC",2011,,,,FALSE,TRUE,TRUE
"nameFirst",2240,3380,3419,"left"," ","text",40,"Name--First",,FALSE,"Patient","Patient-Confidential","CoC",,,,,FALSE,TRUE,TRUE
"nameMiddle",2250,3420,3459,"left"," ","text",40,"Name--Middle",,FALSE,"Patient","Patient-Confidential","CoC",,,,,FALSE,TRUE,TRUE
"namePrefix",2260,3460,3462,"left"," ","text",3,"Name--Prefix",,FALSE,"Patient","Patient-Confidential","NAACCR",2011,,,,FALSE,TRUE,TRUE
"nameSuffix",2270,3463,3465,"left"," ","text",3,"Name--Suffix",,FALSE,"Patient","Patient-Confidential","NAACCR",2011,,,,FALSE,TRUE,TRUE
"nameAlias",2280,3466,3505,"left"," ","text",40,"Name--Alias",,FALSE,"Patient","Patient-Confidential","NAACCR",,,,,FALSE,TRUE,TRUE
"nameSpouseParent",2290,3546,3605,"left"," ","text",60,"Name--Spouse/Parent",,FALSE,"Tumor","Patient-Confidential","NAACCR",2011,,,,FALSE,TRUE,TRUE
"medicalRecordNumber",2300,3606,3616,"right"," ","text",11,"Medical Record Number",,FALSE,"Tumor","Patient-Confidential","CoC",,,,,FALSE,TRUE,TRUE
"militaryRecordNoSuffix",2310,3617,3618,"right","0","digits",2,"Military Record No Suffix",,FALSE,"Tumor","Patient-Confidential","CoC",,,,,FALSE,TRUE,TRUE
"socialSecurityNumber",2320,3619,3627,"left"," ","digits",9,"Social Security Number",,FALSE,"Patient","Patient-Confidential","CoC",,,,,FALSE,TRUE,TRUE
"addrAtDxNoStreet",2330,3628,3687,"left"," ","text",60,"Addr at DX--No & Street",,FALSE,"Tumor","Patient-Confidential","CoC",,,,,FALSE,TRUE,TRUE
"addrAtDxSupplementl",2335,3688,3747,"left"," ","text",60,"Addr at DX--Supplementl",,FALSE,"Tumor","Patient-Confidential","CoC",2003,10,,,FALSE,TRUE,TRUE
"addrCurrentNoStreet",2350,3748,3807,"left"," ","text",60,"Addr Current--No & Street",,FALSE,"Patient","Patient-Confidential","CoC",,,,,FALSE,TRUE,TRUE
"latitude",2352,4064,4073,"right"," ","text",10,"Latitude",,FALSE,"Tumor","Patient-Confidential","NAACCR",2003,10,,,FALSE,TRUE,TRUE
"longitude",2354,4074,4084,"right"," ","text",11,"Longitude",,FALSE,"Tumor","Patient-Confidential","NAACCR",2003,10,,,FALSE,TRUE,TRUE
"addrCurrentSupplementl",2355,3808,3867,"left"," ","text",60,"Addr Current--Supplementl",,FALSE,"Patient","Patient-Confidential","CoC",2003,10,,,FALSE,TRUE,TRUE
"telephone",2360,3868,3877,"left"," ","digits",10,"Telephone",,FALSE,"Patient","Patient-Confidential","CoC",,,,,FALSE,TRUE,TRUE
"dcStateFileNumber",2380,3878,3883,"left"," ","text",6,"DC State File Number",,FALSE,"Patient","Patient-Confidential","State",2011,,,,FALSE,TRUE,TRUE
"nameMaiden",2390,3506,3545,"left"," ","text",40,"Name--Maiden",,FALSE,"Patient","Patient-Confidential","NAACCR",,,,,FALSE,TRUE,TRUE
"followUpContactNost",2392,3944,4003,"left"," ","text",60,"Follow-Up Contact--No&St",,FALSE,"Tumor","Patient-Confidential","SEER",1997,,,,FALSE,TRUE,TRUE
"followUpContactSuppl",2393,4004,4063,"left"," ","text",60,"Follow-Up Contact--Suppl",,FALSE,"Tumor","Patient-Confidential","SEER",2003,10,,,FALSE,TRUE,TRUE
"followUpContactName",2394,3884,3943,"left"," ","text",60,"Follow-Up Contact--Name",,FALSE,"Tumor","Patient-Confidential","SEER",1997,,,,FALSE,TRUE,TRUE
"reserved15",2400,780,780,"left"," ","text",1,"Reserved 15",,FALSE,"Tumor","Stage/Prognostic Factors",,2011,,,,TRUE,TRUE,TRUE
"institutionReferredFrom",2410,4315,4324,"right","0","text",10,"Institution Referred From",,FALSE,"Tumor","Hospital-Confidential","CoC",,,,,FALSE,TRUE,TRUE
"npiInstReferredFrom",2415,4305,4314,"left"," ","digits",10,"NPI--Inst Referred From",,FALSE,"Tumor","Hospital-Confidential","CMS",2007,,,,FALSE,TRUE,TRUE
"institutionReferredTo",2420,4335,4344,"right","0","text",10,"Institution Referred To",,FALSE,"Tumor","Hospital-Confidential","CoC",,,,,FALSE,TRUE,TRUE
"npiInstReferredTo",2425,4325,4334,"left"," ","digits",10,"NPI--Inst Referred To",,FALSE,"Tumor","Hospital-Confidential","CMS",2007,,,,FALSE,TRUE,TRUE
"followingRegistry",2440,4295,4304,"right","0","digits",10,"Following Registry",,FALSE,"Tumor","Hospital-Confidential","CoC",,,,,FALSE,TRUE,TRUE
"npiFollowingRegistry",2445,4285,4294,"left"," ","digits",10,"NPI--Following Registry",,FALSE,"Tumor","Hospital-Confidential","CMS",2007,,,,FALSE,TRUE,TRUE
"reserved16",2450,788,788,"left"," ","text",1,"Reserved 16",,FALSE,"Tumor","Demographic",,2011,,,,TRUE,TRUE,TRUE
"physicianManaging",2460,4405,4412,"left"," ","text",8,"Physician--Managing",,FALSE,"Tumor","Other-Confidential","NAACCR",,,,,FALSE,TRUE,TRUE
"npiPhysicianManaging",2465,4395,4404,"right","0","digits",10,"NPI--Physician--Managing",,FALSE,"Tumor","Other-Confidential","CMS",2007,,,,FALSE,TRUE,TRUE
"physicianFollowUp",2470,4423,4430,"left"," ","text",8,"Physician--Follow-Up",,FALSE,"Tumor","Other-Confidential","CoC",,,,,FALSE,TRUE,TRUE
"npiPhysicianFollowUp",2475,4413,4422,"left"," ","digits",10,"NPI--Physician--Follow-Up",,FALSE,"Tumor","Other-Confidential","CMS",2007,,,,FALSE,TRUE,TRUE
"physicianPrimarySurg",2480,4441,4448,"left"," ","text",8,"Physician--Primary Surg",,FALSE,"Tumor","Other-Confidential","CoC",,,,,FALSE,TRUE,TRUE
"npiPhysicianPrimarySurg",2485,4431,4440,"left"," ","digits",10,"NPI--Physician--Primary Surg",,FALSE,"Tumor","Other-Confidential","CMS",2007,,,,FALSE,TRUE,TRUE
"physician3",2490,4459,4466,"left"," ","text",8,"Physician 3",,FALSE,"Tumor","Other-Confidential","CoC",,,,,FALSE,TRUE,TRUE
"npiPhysician3",2495,4449,4458,"left"," ","digits",10,"NPI--Physician 3",,FALSE,"Tumor","Other-Confidential","CMS",2007,,,,FALSE,TRUE,TRUE
"physician4",2500,4477,4484,"left"," ","text",8,"Physician 4",,FALSE,"Tumor","Other-Confidential","CoC",,,,,FALSE,TRUE,TRUE
"npiPhysician4",2505,4467,4476,"left"," ","digits",10,"NPI--Physician 4",,FALSE,"Tumor","Other-Confidential","CMS",2007,,,,FALSE,TRUE,TRUE
"reserved12",2510,4485,4534,"left"," ","text",50,"Reserved 12",,FALSE,"Tumor","Other-Confidential",,2011,,,,FALSE,TRUE,TRUE
"textDxProcPe",2520,5565,6564,"left"," ","text",1000,"Text--DX Proc--PE",,TRUE,"Tumor","Text-Diagnosis","NPCR",,,,,FALSE,FALSE,TRUE
"textDxProcXRayScan",2530,6565,7564,"left"," ","text",1000,"Text--DX Proc--X-ray/Scan",,TRUE,"Tumor","Text-Diagnosis","NPCR",,,,,FALSE,FALSE,TRUE
"textDxProcScopes",2540,7565,8564,"left"," ","text",1000,"Text--DX Proc--Scopes",,TRUE,"Tumor","Text-Diagnosis","NPCR",,,,,FALSE,FALSE,TRUE
"textDxProcLabTests",2550,8565,9564,"left"," ","text",1000,"Text--DX Proc--Lab Tests",,TRUE,"Tumor","Text-Diagnosis","NPCR",,,,,FALSE,FALSE,TRUE
"textDxProcOp",2560,9565,10564,"left"," ","text",1000,"Text--DX Proc--Op",,TRUE,"Tumor","Text-Diagnosis","NPCR",,,,,FALSE,FALSE,TRUE
"textDxProcPath",2570,10565,11564,"left"," ","text",1000,"Text--DX Proc--Path",,TRUE,"Tumor","Text-Diagnosis","NPCR",,,,,FALSE,FALSE,TRUE
"textPrimarySiteTitle",2580,11565,11664,"left"," ","text",100,"Text--Primary Site Title",,FALSE,"Tumor","Text-Diagnosis","NPCR",,,,,FALSE,FALSE,TRUE
"textHistologyTitle",2590,11665,11764,"left"," ","text",100,"Text--Histology Title",,FALSE,"Tumor","Text-Diagnosis","NPCR",,,,,FALSE,FALSE,TRUE
"textStaging",2600,11765,12764,"left"," ","text",1000,"Text--Staging",,TRUE,"Tumor","Text-Diagnosis","NPCR",,,,,FALSE,FALSE,TRUE
"rxTextSurgery",2610,12765,13764,"left"," ","text",1000,"RX Text--Surgery",,TRUE,"Tumor","Text-Treatment","NPCR",,,,,FALSE,FALSE,TRUE
"rxTextRadiation",2620,13765,14764,"left"," ","text",1000,"RX Text--Radiation (Beam)",,TRUE,"Tumor","Text-Treatment","NPCR",,,,,FALSE,FALSE,TRUE
"rxTextRadiationOther",2630,14765,15764,"left"," ","text",1000,"RX Text--Radiation Other",,TRUE,"Tumor","Text-Treatment","NPCR",,,,,FALSE,FALSE,TRUE
"rxTextChemo",2640,15765,16764,"left"," ","text",1000,"RX Text--Chemo",,TRUE,"Tumor","Text-Treatment","NPCR",,,,,FALSE,FALSE,TRUE
"rxTextHormone",2650,16765,17764,"left"," ","text",1000,"RX Text--Hormone",,TRUE,"Tumor","Text-Treatment","NPCR",,,,,FALSE,FALSE,TRUE
"rxTextBrm",2660,17765,18764,"left"," ","text",1000,"RX Text--BRM",,TRUE,"Tumor","Text-Treatment","NPCR",,,,,FALSE,FALSE,TRUE
"rxTextOther",2670,18765,19764,"left"," ","text",1000,"RX Text--Other",,TRUE,"Tumor","Text-Treatment","NPCR",,,,,FALSE,FALSE,TRUE
"textRemarks",2680,19765,20764,"left"," ","text",1000,"Text--Remarks",,TRUE,"Tumor","Text-Miscellaneous","NPCR",,,,,FALSE,FALSE,TRUE
"textPlaceOfDiagnosis",2690,20765,20824,"left"," ","text",60,"Text--Place of Diagnosis",,FALSE,"Tumor","Text-Miscellaneous","NPCR",,,,,FALSE,FALSE,TRUE
"reserved17",2700,2195,2195,"left"," ","text",1,"Reserved 17",,FALSE,"Tumor",,,2013,13,2018,18,TRUE,TRUE,TRUE
"csPrerxTumorSize",2730,1078,1080,"right","0","digits",3,"CS PreRx Tumor Size",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,2018,18,TRUE,TRUE,TRUE
"csPrerxExtension",2735,1081,1083,"right","0","digits",3,"CS PreRx Extension",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,2018,18,TRUE,TRUE,TRUE
"csPrerxTumorSizeExtEval",2740,1084,1084,"left"," ","digits",1,"CS PreRx Tum Sz/Ext Eval",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,2018,18,TRUE,TRUE,TRUE
"csPrerxLymphNodes",2750,1085,1087,"right","0","digits",3,"CS PreRx Lymph Nodes",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,2018,18,TRUE,TRUE,TRUE
"csPrerxRegNodesEval",2755,1088,1088,"left"," ","digits",1,"CS PreRx Reg Nodes Eval",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,2018,18,TRUE,TRUE,TRUE
"csPrerxMetsAtDx",2760,1089,1090,"right","0","digits",2,"CS PreRx Mets at DX",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,2018,18,TRUE,TRUE,TRUE
"csPrerxMetsEval",2765,1091,1091,"left"," ","digits",1,"CS PreRx Mets Eval",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,2018,18,TRUE,TRUE,TRUE
"csPostrxTumorSize",2770,1092,1094,"right","0","digits",3,"CS PostRx Tumor Size",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,2018,18,TRUE,TRUE,TRUE
"csPostrxExtension",2775,1095,1097,"right","0","digits",3,"CS PostRx Extension",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,2018,18,TRUE,TRUE,TRUE
"csPostrxLymphNodes",2780,1098,1100,"right","0","digits",3,"CS PostRx Lymph Nodes",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,2018,18,TRUE,TRUE,TRUE
"csPostrxMetsAtDx",2785,1101,1102,"right","0","digits",2,"CS PostRx Mets at DX",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,2018,18,TRUE,TRUE,TRUE
"csTumorSize",2800,985,987,"right","0","digits",3,"CS Tumor Size",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,,TRUE,TRUE,TRUE
"csExtension",2810,988,990,"right","0","digits",3,"CS Extension",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,,TRUE,TRUE,TRUE
"csTumorSizeExtEval",2820,991,991,"left"," ","digits",1,"CS Tumor Size/Ext Eval",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,,TRUE,TRUE,TRUE
"csLymphNodes",2830,992,994,"right","0","digits",3,"CS Lymph Nodes",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,,TRUE,TRUE,TRUE
"csLymphNodesEval",2840,995,995,"left"," ","digits",1,"CS Lymph Nodes Eval",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",,,,,TRUE,TRUE,TRUE
"csMetsAtDx",2850,996,997,"right","0","digits",2,"CS Mets at DX",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,,TRUE,TRUE,TRUE
"csMetsAtDxBone",2851,999,999,"left"," ","digits",1,"CS Mets at Dx-Bone",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"csMetsAtDxBrain",2852,1000,1000,"left"," ","digits",1,"CS Mets at Dx-Brain",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"csMetsAtDxLiver",2853,1001,1001,"left"," ","digits",1,"CS Mets at Dx-Liver",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"csMetsAtDxLung",2854,1002,1002,"left"," ","digits",1,"CS Mets at Dx-Lung",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"csMetsEval",2860,998,998,"left"," ","digits",1,"CS Mets Eval",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,,TRUE,TRUE,TRUE
"csSiteSpecificFactor7",2861,1021,1023,"right","0","digits",3,"CS Site-Specific Factor 7",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"csSiteSpecificFactor8",2862,1024,1026,"right","0","digits",3,"CS Site-Specific Factor 8",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"csSiteSpecificFactor9",2863,1027,1029,"right","0","digits",3,"CS Site-Specific Factor 9",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"csSiteSpecificFactor10",2864,1030,1032,"right","0","digits",3,"CS Site-Specific Factor10",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"csSiteSpecificFactor11",2865,1033,1035,"right","0","digits",3,"CS Site-Specific Factor11",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"csSiteSpecificFactor12",2866,1036,1038,"right","0","digits",3,"CS Site-Specific Factor12",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"csSiteSpecificFactor13",2867,1039,1041,"right","0","digits",3,"CS Site-Specific Factor13",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"csSiteSpecificFactor14",2868,1042,1044,"right","0","digits",3,"CS Site-Specific Factor14",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"csSiteSpecificFactor15",2869,1045,1047,"right","0","digits",3,"CS Site-Specific Factor15",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"csSiteSpecificFactor16",2870,1048,1050,"right","0","digits",3,"CS Site-Specific Factor16",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"csSiteSpecificFactor17",2871,1051,1053,"right","0","digits",3,"CS Site-Specific Factor17",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"csSiteSpecificFactor18",2872,1054,1056,"right","0","digits",3,"CS Site-Specific Factor18",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"csSiteSpecificFactor19",2873,1057,1059,"right","0","digits",3,"CS Site-Specific Factor19",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"csSiteSpecificFactor20",2874,1060,1062,"right","0","digits",3,"CS Site-Specific Factor20",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"csSiteSpecificFactor21",2875,1063,1065,"right","0","digits",3,"CS Site-Specific Factor21",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"csSiteSpecificFactor22",2876,1066,1068,"right","0","digits",3,"CS Site-Specific Factor22",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"csSiteSpecificFactor23",2877,1069,1071,"right","0","digits",3,"CS Site-Specific Factor23",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"csSiteSpecificFactor24",2878,1072,1074,"right","0","digits",3,"CS Site-Specific Factor24",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"csSiteSpecificFactor25",2879,1075,1077,"right","0","digits",3,"CS Site-Specific Factor25",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"csSiteSpecificFactor1",2880,1003,1005,"right","0","digits",3,"CS Site-Specific Factor 1",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,,TRUE,TRUE,TRUE
"csSiteSpecificFactor2",2890,1006,1008,"right","0","digits",3,"CS Site-Specific Factor 2",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,,TRUE,TRUE,TRUE
"csSiteSpecificFactor3",2900,1009,1011,"right","0","digits",3,"CS Site-Specific Factor 3",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,,TRUE,TRUE,TRUE
"csSiteSpecificFactor4",2910,1012,1014,"right","0","digits",3,"CS Site-Specific Factor 4",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,,TRUE,TRUE,TRUE
"csSiteSpecificFactor5",2920,1015,1017,"right","0","digits",3,"CS Site-Specific Factor 5",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,,TRUE,TRUE,TRUE
"csSiteSpecificFactor6",2930,1018,1020,"right","0","digits",3,"CS Site-Specific Factor 6",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,,TRUE,TRUE,TRUE
"csVersionInputOriginal",2935,1167,1172,"left"," ","digits",6,"CS Version Input Original",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",,,,,TRUE,TRUE,TRUE
"csVersionDerived",2936,1173,1178,"left"," ","digits",6,"CS Version Derived",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",,,,,TRUE,TRUE,TRUE
"csVersionInputCurrent",2937,1161,1166,"left"," ","digits",6,"CS Version Input Current",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,,TRUE,TRUE,TRUE
"derivedAjcc6T",2940,1103,1104,"left"," ","digits",2,"Derived AJCC-6 T",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,,TRUE,TRUE,TRUE
"derivedAjcc6TDescript",2950,1105,1105,"left"," ","text",1,"Derived AJCC-6 T Descript",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,,TRUE,TRUE,TRUE
"derivedAjcc6N",2960,1106,1107,"left"," ","digits",2,"Derived AJCC-6 N",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,,TRUE,TRUE,TRUE
"derivedAjcc6NDescript",2970,1108,1108,"left"," ","text",1,"Derived AJCC-6 N Descript",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,,TRUE,TRUE,TRUE
"derivedAjcc6M",2980,1109,1110,"left"," ","digits",2,"Derived AJCC-6 M",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,,TRUE,TRUE,TRUE
"derivedAjcc6MDescript",2990,1111,1111,"left"," ","text",1,"Derived AJCC-6 M Descript",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,,TRUE,TRUE,TRUE
"derivedAjcc6StageGrp",3000,1112,1113,"left"," ","digits",2,"Derived AJCC-6 Stage Grp",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,,TRUE,TRUE,TRUE
"derivedSs1977",3010,1155,1155,"left"," ","digits",1,"Derived SS1977",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,,TRUE,TRUE,TRUE
"derivedSs2000",3020,1156,1156,"left"," ","digits",1,"Derived SS2000",,FALSE,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,,TRUE,TRUE,TRUE
