"name","item","start_col","end_col","alignment","padding","name_literal","default","parent","section","source","year_added","version_added","year_retired","version_retired"
"militaryRecordNoSuffix",2310,4326,4327,"right","0","Military Record No Suffix",,"Tumor","Patient-Confidential","CoC",,,,
"medicareBeneficiaryIdentifier",2315,4337,4347,"left"," ","Medicare Beneficiary Identifier",,"Patient","Patient-Confidential","NAACCR",2018,18,,
"socialSecurityNumber",2320,4328,4336,"left"," ","Social Security Number",,"Patient","Patient-Confidential","CoC",,,,
"addrAtDxNoStreet",2330,4348,4407,"left"," ","Addr at DX--No & Street",,"Tumor","Patient-Confidential","CoC",,,,
"addrAtDxSupplementl",2335,4408,4467,"left"," ","Addr at DX--Supplementl",,"Tumor","Patient-Confidential","CoC",2003,10,,
"addrCurrentNoStreet",2350,4468,4527,"left"," ","Addr Current--No & Street",,"Patient","Patient-Confidential","CoC",,,,
"latitude",2352,4784,4793,"right"," ","Latitude",,"Tumor","Patient-Confidential","NAACCR",2003,10,,
"longitude",2354,4794,4804,"right"," ","Longitude",,"Tumor","Patient-Confidential","NAACCR",2003,10,,
"addrCurrentSupplementl",2355,4528,4587,"left"," ","Addr Current--Supplementl",,"Patient","Patient-Confidential","CoC",2003,10,,
"telephone",2360,4588,4597,"left"," ","Telephone",,"Patient","Patient-Confidential","CoC",,,,
"dcStateFileNumber",2380,4598,4603,"left"," ","DC State File Number",,"Patient","Patient-Confidential","State",2011,,,
"nameMaiden",2390,4215,4254,"left"," ","Name--Maiden",,"Patient","Patient-Confidential","NAACCR",,,,
"followUpContactNost",2392,4664,4723,"left"," ","Follow-Up Contact--No&St",,"Tumor","Patient-Confidential","SEER",1997,,,
"followUpContactSuppl",2393,4724,4783,"left"," ","Follow-Up Contact--Suppl",,"Tumor","Patient-Confidential","SEER",2003,10,,
"followUpContactName",2394,4604,4663,"left"," ","Follow-Up Contact--Name",,"Tumor","Patient-Confidential","SEER",1997,,,
"reserved15",2400,1739,1739,"left"," ","Reserved 15",,"Tumor","Stage/Prognostic Factors",,2011,,,
"institutionReferredFrom",2410,4935,4944,"right","0","Institution Referred From",,"Tumor","Hospital-Confidential","CoC",,,,
"npiInstReferredFrom",2415,4925,4934,"left"," ","NPI--Inst Referred From",,"Tumor","Hospital-Confidential","CMS",2007,,,
"institutionReferredTo",2420,4955,4964,"right","0","Institution Referred To",,"Tumor","Hospital-Confidential","CoC",,,,
"npiInstReferredTo",2425,4945,4954,"left"," ","NPI--Inst Referred To",,"Tumor","Hospital-Confidential","CMS",2007,,,
"followingRegistry",2440,4915,4924,"right","0","Following Registry",,"Tumor","Hospital-Confidential","CoC",,,,
"npiFollowingRegistry",2445,4905,4914,"left"," ","NPI--Following Registry",,"Tumor","Hospital-Confidential","CMS",2007,,,
"reserved16",2450,138,149,"left"," ","Reserved 16",,"Tumor","Demographic",,2011,,,
"physicianManaging",2460,5025,5032,"left"," ","Physician--Managing",,"Tumor","Other-Confidential","NAACCR",,,,
"npiPhysicianManaging",2465,5015,5024,"left"," ","NPI--Physician--Managing",,"Tumor","Other-Confidential","CMS",2007,,,
"physicianFollowUp",2470,5043,5050,"left"," ","Physician--Follow-Up",,"Tumor","Other-Confidential","CoC",,,,
"npiPhysicianFollowUp",2475,5033,5042,"left"," ","NPI--Physician--Follow-Up",,"Tumor","Other-Confidential","CMS",2007,,,
"physicianPrimarySurg",2480,5061,5068,"left"," ","Physician--Primary Surg",,"Tumor","Other-Confidential","CoC",,,,
"npiPhysicianPrimarySurg",2485,5051,5060,"left"," ","NPI--Physician--Primary Surg",,"Tumor","Other-Confidential","CMS",2007,,,
"physician3",2490,5079,5086,"left"," ","Physician 3",,"Tumor","Other-Confidential","CoC",,,,
"npiPhysician3",2495,5069,5078,"left"," ","NPI--Physician 3",,"Tumor","Other-Confidential","CMS",2007,,,
"physician4",2500,5097,5104,"left"," ","Physician 4",,"Tumor","Other-Confidential","CoC",,,,
"npiPhysician4",2505,5087,5096,"left"," ","NPI--Physician 4",,"Tumor","Other-Confidential","CMS",2007,,,
"ehrReporting",2508,5105,6104,"left"," ","EHR Reporting",,"Tumor","Other-Confidential","NAACCR",2018,18,,
"reserved12",2510,6105,6154,"left"," ","Reserved 12",,"Tumor","Other-Confidential",,2011,,,
"textDxProcPe",2520,6935,7934,"left"," ","Text--DX Proc--PE",,"Tumor","Text-Diagnosis","NPCR",,,,
"textDxProcXRayScan",2530,7935,8934,"left"," ","Text--DX Proc--X-ray/Scan",,"Tumor","Text-Diagnosis","NPCR",,,,
"textDxProcScopes",2540,8935,9934,"left"," ","Text--DX Proc--Scopes",,"Tumor","Text-Diagnosis","NPCR",,,,
"textDxProcLabTests",2550,9935,10934,"left"," ","Text--DX Proc--Lab Tests",,"Tumor","Text-Diagnosis","NPCR",,,,
"textDxProcOp",2560,10935,11934,"left"," ","Text--DX Proc--Op",,"Tumor","Text-Diagnosis","NPCR",,,,
"textDxProcPath",2570,11935,12934,"left"," ","Text--DX Proc--Path",,"Tumor","Text-Diagnosis","NPCR",,,,
"textPrimarySiteTitle",2580,12935,13034,"left"," ","Text--Primary Site Title",,"Tumor","Text-Diagnosis","NPCR",,,,
"textHistologyTitle",2590,13035,13134,"left"," ","Text--Histology Title",,"Tumor","Text-Diagnosis","NPCR",,,,
"textStaging",2600,13135,14134,"left"," ","Text--Staging",,"Tumor","Text-Diagnosis","NPCR",,,,
"rxTextSurgery",2610,14135,15134,"left"," ","RX Text--Surgery",,"Tumor","Text-Treatment","NPCR",,,,
"rxTextRadiation",2620,15135,16134,"left"," ","RX Text--Radiation (Beam)",,"Tumor","Text-Treatment","NPCR",,,,
"rxTextRadiationOther",2630,16135,17134,"left"," ","RX Text--Radiation Other",,"Tumor","Text-Treatment","NPCR",,,,
"rxTextChemo",2640,17135,18134,"left"," ","RX Text--Chemo",,"Tumor","Text-Treatment","NPCR",,,,
"rxTextHormone",2650,18135,19134,"left"," ","RX Text--Hormone",,"Tumor","Text-Treatment","NPCR",,,,
"rxTextBrm",2660,19135,20134,"left"," ","RX Text--BRM",,"Tumor","Text-Treatment","NPCR",,,,
"rxTextOther",2670,20135,21134,"left"," ","RX Text--Other",,"Tumor","Text-Treatment","NPCR",,,,
"textRemarks",2680,21135,22134,"left"," ","Text--Remarks",,"Tumor","Text-Miscellaneous","NPCR",,,,
"textPlaceOfDiagnosis",2690,22135,22194,"left"," ","Text--Place of Diagnosis",,"Tumor","Text-Miscellaneous","NPCR",,,,
"csTumorSize",2800,1298,1300,"right","0","CS Tumor Size",,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,
"csExtension",2810,1301,1303,"right","0","CS Extension",,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,
"csTumorSizeExtEval",2820,1304,1304,"left"," ","CS Tumor Size/Ext Eval",,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,
"csLymphNodes",2830,1305,1307,"right","0","CS Lymph Nodes",,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,
"csLymphNodesEval",2840,1308,1308,"left"," ","CS Lymph Nodes Eval",,"Tumor","Stage/Prognostic Factors","AJCC",,,,
"csMetsAtDx",2850,1309,1310,"right","0","CS Mets at DX",,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,
"csMetsAtDxBone",2851,1312,1312,"left"," ","CS Mets at Dx-Bone",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"csMetsAtDxBrain",2852,1313,1313,"left"," ","CS Mets at Dx-Brain",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"csMetsAtDxLiver",2853,1314,1314,"left"," ","CS Mets at Dx-Liver",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"csMetsAtDxLung",2854,1315,1315,"left"," ","CS Mets at Dx-Lung",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"csMetsEval",2860,1311,1311,"left"," ","CS Mets Eval",,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,
"csSiteSpecificFactor7",2861,1334,1336,"right","0","CS Site-Specific Factor 7",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"csSiteSpecificFactor8",2862,1337,1339,"right","0","CS Site-Specific Factor 8",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"csSiteSpecificFactor9",2863,1340,1342,"right","0","CS Site-Specific Factor 9",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"csSiteSpecificFactor10",2864,1343,1345,"right","0","CS Site-Specific Factor10",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"csSiteSpecificFactor11",2865,1346,1348,"right","0","CS Site-Specific Factor11",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"csSiteSpecificFactor12",2866,1349,1351,"right","0","CS Site-Specific Factor12",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"csSiteSpecificFactor13",2867,1352,1354,"right","0","CS Site-Specific Factor13",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"csSiteSpecificFactor14",2868,1355,1357,"right","0","CS Site-Specific Factor14",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"csSiteSpecificFactor15",2869,1358,1360,"right","0","CS Site-Specific Factor15",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"csSiteSpecificFactor16",2870,1361,1363,"right","0","CS Site-Specific Factor16",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"csSiteSpecificFactor17",2871,1364,1366,"right","0","CS Site-Specific Factor17",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"csSiteSpecificFactor18",2872,1367,1369,"right","0","CS Site-Specific Factor18",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"csSiteSpecificFactor19",2873,1370,1372,"right","0","CS Site-Specific Factor19",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"csSiteSpecificFactor20",2874,1373,1375,"right","0","CS Site-Specific Factor20",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"csSiteSpecificFactor21",2875,1376,1378,"right","0","CS Site-Specific Factor21",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"csSiteSpecificFactor22",2876,1379,1381,"right","0","CS Site-Specific Factor22",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"csSiteSpecificFactor23",2877,1382,1384,"right","0","CS Site-Specific Factor23",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"csSiteSpecificFactor24",2878,1385,1387,"right","0","CS Site-Specific Factor24",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"csSiteSpecificFactor25",2879,1388,1390,"right","0","CS Site-Specific Factor25",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"csSiteSpecificFactor1",2880,1316,1318,"right","0","CS Site-Specific Factor 1",,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,
"csSiteSpecificFactor2",2890,1319,1321,"right","0","CS Site-Specific Factor 2",,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,
"csSiteSpecificFactor3",2900,1322,1324,"right","0","CS Site-Specific Factor 3",,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,
"csSiteSpecificFactor4",2910,1325,1327,"right","0","CS Site-Specific Factor 4",,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,
"csSiteSpecificFactor5",2920,1328,1330,"right","0","CS Site-Specific Factor 5",,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,
"csSiteSpecificFactor6",2930,1331,1333,"right","0","CS Site-Specific Factor 6",,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,
"csVersionInputOriginal",2935,1508,1513,"left"," ","CS Version Input Original",,"Tumor","Stage/Prognostic Factors","AJCC",,,,
"csVersionDerived",2936,1514,1519,"left"," ","CS Version Derived",,"Tumor","Stage/Prognostic Factors","AJCC",,,,
"csVersionInputCurrent",2937,1502,1507,"left"," ","CS Version Input Current",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"derivedAjcc6T",2940,1391,1392,"left"," ","Derived AJCC-6 T",,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,
"derivedAjcc6TDescript",2950,1393,1393,"left"," ","Derived AJCC-6 T Descript",,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,
"derivedAjcc6N",2960,1394,1395,"left"," ","Derived AJCC-6 N",,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,
"derivedAjcc6NDescript",2970,1396,1396,"left"," ","Derived AJCC-6 N Descript",,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,
"derivedAjcc6M",2980,1397,1398,"left"," ","Derived AJCC-6 M",,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,
"derivedAjcc6MDescript",2990,1399,1399,"left"," ","Derived AJCC-6 M Descript",,"Tumor","Stage/Prognostic Factors","AJCC",,,,
"derivedAjcc6StageGrp",3000,1400,1401,"left"," ","Derived AJCC-6 Stage Grp",,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,
"derivedSs1977",3010,1443,1443,"left"," ","Derived SS1977",,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,
"derivedSs2000",3020,1444,1444,"left"," ","Derived SS2000",,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,
"derivedAjccFlag",3030,1446,1446,"left"," ","Derived AJCC--Flag",,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,
"derivedSs1977Flag",3040,1447,1447,"left"," ","Derived SS1977--Flag",,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,
"derivedSs2000Flag",3050,1448,1448,"left"," ","Derived SS2000--Flag",,"Tumor","Stage/Prognostic Factors","AJCC",2003,10,,
"archiveFin",3100,735,744,"right","0","Archive FIN",,"Tumor","Hospital-Specific","CoC",2003,10,,
"npiArchiveFin",3105,725,734,"left"," ","NPI--Archive FIN",,"Tumor","Hospital-Specific","CMS",2007,,,
"comorbidComplication1",3110,1527,1531,"left","0","Comorbid/Complication 1",,"Tumor","Stage/Prognostic Factors","CoC",2003,10,,
"comorbidComplication2",3120,1532,1536,"left","0","Comorbid/Complication 2",,"Tumor","Stage/Prognostic Factors","CoC",2003,10,,
"comorbidComplication3",3130,1537,1541,"left","0","Comorbid/Complication 3",,"Tumor","Stage/Prognostic Factors","CoC",2003,10,,
"comorbidComplication4",3140,1542,1546,"left","0","Comorbid/Complication 4",,"Tumor","Stage/Prognostic Factors","CoC",2003,10,,
"comorbidComplication5",3150,1547,1551,"left","0","Comorbid/Complication 5",,"Tumor","Stage/Prognostic Factors","CoC",2003,10,,
"comorbidComplication6",3160,1552,1556,"left","0","Comorbid/Complication 6",,"Tumor","Stage/Prognostic Factors","CoC",2003,10,,
"comorbidComplication7",3161,1557,1561,"left","0","Comorbid/Complication 7",,"Tumor","Stage/Prognostic Factors","CoC",2006,11,,
"comorbidComplication8",3162,1562,1566,"left","0","Comorbid/Complication 8",,"Tumor","Stage/Prognostic Factors","CoC",2006,11,,
"comorbidComplication9",3163,1567,1571,"left","0","Comorbid/Complication 9",,"Tumor","Stage/Prognostic Factors","CoC",2006,11,,
"comorbidComplication10",3164,1572,1576,"left","0","Comorbid/Complication 10",,"Tumor","Stage/Prognostic Factors","CoC",2006,11,,
"icdRevisionComorbid",3165,1526,1526,"left"," ","ICD Revision Comorbid",,"Tumor","Stage/Prognostic Factors","CoC",2006,11,,
"rxDateMostDefinSurg",3170,2124,2131,"left"," ","RX Date Mst Defn Srg",,"Tumor","Treatment-1st Course","CoC",2003,10,,
"rxDateMostDefinSurgFlag",3171,2132,2133,"left"," ","RX Date Mst Defn Srg Flag",,"Tumor","Treatment-1st Course","NAACCR",2010,12,,
"rxDateSurgicalDisch",3180,2134,2141,"left"," ","RX Date Surg Disch",,"Tumor","Treatment-1st Course","CoC",2003,10,,
"rxDateSurgicalDischFlag",3181,2142,2143,"left"," ","RX Date Surg Disch Flag",,"Tumor","Treatment-1st Course","NAACCR",2010,12,,
"readmSameHosp30Days",3190,2276,2276,"left"," ","Readm Same Hosp 30 Days",,"Tumor","Treatment-1st Course","CoC",2003,10,,
"radBoostRxModality",3200,2266,2267,"right","0","Rad--Boost RX Modality",,"Tumor","Treatment-1st Course","CoC",2003,10,,
"radBoostDoseCgy",3210,2268,2272,"right","0","Rad--Boost Dose cGy",,"Tumor","Treatment-1st Course","CoC",2003,10,,
"rxDateRadiationEnded",3220,2154,2161,"left"," ","RX Date Rad Ended",,"Tumor","Treatment-1st Course","CoC",2003,10,,
"rxDateRadiationEndedFlag",3221,2162,2163,"left"," ","RX Date Rad Ended Flag",,"Tumor","Treatment-1st Course","NAACCR",2010,12,,
"rxDateSystemic",3230,2164,2171,"left"," ","RX Date Systemic",,"Tumor","Treatment-1st Course","CoC",2003,10,,
"rxDateSystemicFlag",3231,2172,2173,"left"," ","RX Date Systemic Flag",,"Tumor","Treatment-1st Course","NAACCR",2010,12,,
"rxSummTransplntEndocr",3250,2241,2242,"right","0","RX Summ--Transplnt/Endocr",,"Tumor","Treatment-1st Course","CoC",2003,10,,
"rxSummPalliativeProc",3270,2237,2237,"left"," ","RX Summ--Palliative Proc",,"Tumor","Treatment-1st Course","CoC",2003,10,,
"rxHospPalliativeProc",3280,811,811,"left"," ","RX Hosp--Palliative Proc",,"Tumor","Hospital-Specific","CoC",2003,10,,
"ruralurbanContinuum1993",3300,454,455,"right","0","RuralUrban Continuum 1993",,"Tumor","Demographic","NAACCR",2003,10,,
"ruralurbanContinuum2003",3310,456,457,"right","0","RuralUrban Continuum 2003",,"Tumor","Demographic","NAACCR",2003,10,,
"ruralurbanContinuum2013",3312,458,459,"right","0","RuralUrban Continuum 2013",,"Tumor","Demographic","NAACCR",2016,16,,
"derivedAjcc7T",3400,1402,1404,"right","0","Derived AJCC-7 T",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"derivedAjcc7TDescript",3402,1405,1405,"left"," ","Derived AJCC-7 T Descript",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"derivedAjcc7N",3410,1406,1408,"right","0","Derived AJCC-7 N",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"derivedAjcc7NDescript",3412,1409,1409,"left"," ","Derived AJCC-7 N Descript",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"derivedAjcc7M",3420,1410,1412,"right","0","Derived AJCC-7 M",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"derivedAjcc7MDescript",3422,1413,1413,"left"," ","Derived AJCC-7 M Descript",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"derivedAjcc7StageGrp",3430,1414,1416,"right","0","Derived AJCC-7 Stage Grp",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"derivedPrerx7T",3440,1417,1419,"right","0","Derived PreRx-7 T",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"derivedPrerx7TDescrip",3442,1420,1420,"left"," ","Derived PreRx-7 T Descrip",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"derivedPrerx7N",3450,1421,1423,"right","0","Derived PreRx-7 N",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"derivedPrerx7NDescrip",3452,1424,1424,"left"," ","Derived PreRx-7 N Descrip",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"derivedPrerx7M",3460,1425,1427,"right","0","Derived PreRx-7 M",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"derivedPrerx7MDescrip",3462,1428,1428,"left"," ","Derived PreRx-7 M Descrip",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"derivedPrerx7StageGrp",3470,1429,1431,"right","0","Derived PreRx-7 Stage Grp",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"derivedPostrx7T",3480,1432,1434,"right","0","Derived PostRx-7 T",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"derivedPostrx7N",3482,1435,1437,"right","0","Derived PostRx-7 N",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"derivedPostrx7M",3490,1438,1439,"right","0","Derived PostRx-7 M",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"derivedPostrx7StgeGrp",3492,1440,1442,"right","0","Derived PostRx-7 Stge Grp",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"derivedNeoadjuvRxFlag",3600,1445,1445,"left"," ","Derived Neoadjuv Rx Flag",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"derivedSeerPathStgGrp",3605,885,889,"left"," ","Derived SEER Path Stg Grp",,"Tumor","Stage/Prognostic Factors","SEER",,,,
"derivedSeerClinStgGrp",3610,890,894,"left"," ","Derived SEER Clin Stg Grp",,"Tumor","Stage/Prognostic Factors","SEER",2016,16,,
"derivedSeerCmbStgGrp",3614,895,899,"left"," ","Derived SEER Cmb Stg Grp",,"Tumor","Stage/Prognostic Factors","SEER",2016,16,,
"derivedSeerCombinedT",3616,900,904,"left"," ","Derived SEER Combined T",,"Tumor","Stage/Prognostic Factors","SEER",,,,
"derivedSeerCombinedN",3618,905,909,"left"," ","Derived SEER Combined N",,"Tumor","Stage/Prognostic Factors","SEER",,,,
"derivedSeerCombinedM",3620,910,914,"left"," ","Derived SEER Combined M",,"Tumor","Stage/Prognostic Factors","SEER",2016,16,,
"derivedSeerCmbTSrc",3622,915,915,"left"," ","Derived SEER Cmb T Src",,"Tumor","Stage/Prognostic Factors","SEER",2016,16,,
"derivedSeerCmbNSrc",3624,916,916,"left"," ","Derived SEER Cmb N Src",,"Tumor","Stage/Prognostic Factors","SEER",,,,
"derivedSeerCmbMSrc",3626,917,917,"left"," ","Derived SEER Cmb M Src",,"Tumor","Stage/Prognostic Factors","SEER",2016,16,,
"npcrDerivedAjcc8TnmClinStgGrp",3645,1457,1471,"left"," ","NPCR Derived AJCC 8 TNM Clin Stg Grp",,"Tumor","Stage/Prognostic Factors","NPCR",2018,18,,
"npcrDerivedAjcc8TnmPathStgGrp",3646,1472,1486,"left"," ","NPCR Derived AJCC 8 TNM Path Stg Grp",,"Tumor","Stage/Prognostic Factors","NPCR",2018,18,,
"npcrDerivedAjcc8TnmPostStgGrp",3647,1487,1501,"left"," ","NPCR Derived AJCC 8 TNM Post Therapy Stg Grp",,"Tumor","Stage/Prognostic Factors","NPCR",2018,18,,
"npcrDerivedClinStgGrp",3650,1449,1452,"left"," ","NPCR Derived Clin Stg Grp",,"Tumor","Stage/Prognostic Factors","NPCR",2016,16,,
"npcrDerivedPathStgGrp",3655,1453,1456,"left"," ","NPCR Derived Path Stg Grp",,"Tumor","Stage/Prognostic Factors","NPCR",2016,16,,
"seerSiteSpecificFact1",3700,1520,1520,"left"," ","SEER Site-Specific Fact 1",,"Tumor","Stage/Prognostic Factors","SEER",2010,12,,
"seerSiteSpecificFact2",3702,1521,1521,"left"," ","SEER Site-Specific Fact 2",,"Tumor","Stage/Prognostic Factors","SEER",2010,12,,
"seerSiteSpecificFact3",3704,1522,1522,"left"," ","SEER Site-Specific Fact 3",,"Tumor","Stage/Prognostic Factors","SEER",2010,12,,
"seerSiteSpecificFact4",3706,1523,1523,"left"," ","SEER Site-Specific Fact 4",,"Tumor","Stage/Prognostic Factors","SEER",2010,12,,
"seerSiteSpecificFact5",3708,1524,1524,"left"," ","SEER Site-Specific Fact 5",,"Tumor","Stage/Prognostic Factors","SEER",2010,12,,
"seerSiteSpecificFact6",3710,1525,1525,"left"," ","SEER Site-Specific Fact 6",,"Tumor","Stage/Prognostic Factors","SEER",2010,12,,
"npcrSpecificField",3720,1647,1721,"left"," ","NPCR Specific Field",,"Tumor","Stage/Prognostic Factors","NPCR",2013,13,,
"overRideCs1",3750,2705,2705,"left"," ","Over-ride CS 1",,"Tumor","Edit Overrides/Conversion History/System Admin","AJCC",2011,,,
"overRideCs2",3751,2706,2706,"left"," ","Over-ride CS 2",,"Tumor","Edit Overrides/Conversion History/System Admin","AJCC",2011,,,
"overRideCs3",3752,2707,2707,"left"," ","Over-ride CS 3",,"Tumor","Edit Overrides/Conversion History/System Admin","AJCC",2011,,,
"overRideCs4",3753,2708,2708,"left"," ","Over-ride CS 4",,"Tumor","Edit Overrides/Conversion History/System Admin","AJCC",2011,,,
"overRideCs5",3754,2709,2709,"left"," ","Over-ride CS 5",,"Tumor","Edit Overrides/Conversion History/System Admin","AJCC",2011,,,
"overRideCs6",3755,2710,2710,"left"," ","Over-ride CS 6",,"Tumor","Edit Overrides/Conversion History/System Admin","AJCC",2011,,,
"overRideCs7",3756,2711,2711,"left"," ","Over-ride CS 7",,"Tumor","Edit Overrides/Conversion History/System Admin","AJCC",2011,,,
"overRideCs8",3757,2712,2712,"left"," ","Over-ride CS 8",,"Tumor","Edit Overrides/Conversion History/System Admin","AJCC",2011,,,
"overRideCs9",3758,2713,2713,"left"," ","Over-ride CS 9",,"Tumor","Edit Overrides/Conversion History/System Admin","AJCC",2011,,,
"overRideCs10",3759,2714,2714,"left"," ","Over-ride CS 10",,"Tumor","Edit Overrides/Conversion History/System Admin","AJCC",,,,
"overRideCs11",3760,2715,2715,"left"," ","Over-ride CS 11",,"Tumor","Edit Overrides/Conversion History/System Admin","AJCC",2011,,,
"overRideCs12",3761,2716,2716,"left"," ","Over-ride CS 12",,"Tumor","Edit Overrides/Conversion History/System Admin","AJCC",,,,
"overRideCs13",3762,2717,2717,"left"," ","Over-ride CS 13",,"Tumor","Edit Overrides/Conversion History/System Admin","AJCC",2011,,,
"overRideCs14",3763,2718,2718,"left"," ","Over-ride CS 14",,"Tumor","Edit Overrides/Conversion History/System Admin","AJCC",2011,,,
"overRideCs15",3764,2719,2719,"left"," ","Over-ride CS 15",,"Tumor","Edit Overrides/Conversion History/System Admin","AJCC",2011,,,
"overRideCs16",3765,2720,2720,"left"," ","Over-ride CS 16",,"Tumor","Edit Overrides/Conversion History/System Admin","AJCC",2011,,,
"overRideCs17",3766,2721,2721,"left"," ","Over-ride CS 17",,"Tumor","Edit Overrides/Conversion History/System Admin","AJCC",2011,,,
"overRideCs18",3767,2722,2722,"left"," ","Over-ride CS 18",,"Tumor","Edit Overrides/Conversion History/System Admin","AJCC",2011,,,
"overRideCs19",3768,2723,2723,"left"," ","Over-ride CS 19",,"Tumor","Edit Overrides/Conversion History/System Admin","AJCC",2011,,,
"overRideCs20",3769,2724,2724,"left"," ","Over-ride CS 20",,"Tumor","Edit Overrides/Conversion History/System Admin","AJCC/NPCR",2011,,,
"secondaryDiagnosis1",3780,1577,1583,"left"," ","Secondary Diagnosis 1",,"Tumor","Stage/Prognostic Factors","CoC",2013,13,,
"secondaryDiagnosis2",3782,1584,1590,"left"," ","Secondary Diagnosis 2",,"Tumor","Stage/Prognostic Factors","CoC",2013,13,,
"secondaryDiagnosis3",3784,1591,1597,"left"," ","Secondary Diagnosis 3",,"Tumor","Stage/Prognostic Factors","CoC",2013,13,,
"secondaryDiagnosis4",3786,1598,1604,"left"," ","Secondary Diagnosis 4",,"Tumor","Stage/Prognostic Factors","CoC",,,,
"secondaryDiagnosis5",3788,1605,1611,"left"," ","Secondary Diagnosis 5",,"Tumor","Stage/Prognostic Factors","CoC",2013,13,,
"secondaryDiagnosis6",3790,1612,1618,"left"," ","Secondary Diagnosis 6",,"Tumor","Stage/Prognostic Factors","CoC",2013,13,,
"secondaryDiagnosis7",3792,1619,1625,"left"," ","Secondary Diagnosis 7",,"Tumor","Stage/Prognostic Factors","CoC",2013,13,,
"secondaryDiagnosis8",3794,1626,1632,"left"," ","Secondary Diagnosis 8",,"Tumor","Stage/Prognostic Factors","CoC",2013,13,,
"secondaryDiagnosis9",3796,1633,1639,"left"," ","Secondary Diagnosis 9",,"Tumor","Stage/Prognostic Factors","CoC",2013,13,,
