"name","item","start_col","end_col","alignment","padding","name_literal","default","parent","section","source","year_added","version_added","year_retired","version_retired"
"comorbidComplication8",3162,1221,1225,"left","0","Comorbid/Complication 8",,"Tumor","Stage/Prognostic Factors","CoC",2006,11,,
"comorbidComplication9",3163,1226,1230,"left","0","Comorbid/Complication 9",,"Tumor","Stage/Prognostic Factors","CoC",2006,11,,
"comorbidComplication10",3164,1231,1235,"left","0","Comorbid/Complication 10",,"Tumor","Stage/Prognostic Factors","CoC",2006,11,,
"icdRevisionComorbid",3165,1185,1185,"left"," ","ICD Revision Comorbid",,"Tumor","Stage/Prognostic Factors","CoC",2006,11,,
"rxDateMostDefinSurg",3170,1466,1473,"left"," ","RX Date Most Defin Surg",,"Tumor","Treatment-1st Course","CoC",2003,10,,
"rxDateMostDefinSurgFlag",3171,1474,1475,"left"," ","RX Date Most Defin Surg Flag",,"Tumor","Treatment-1st Course","NAACCR",2010,12,,
"rxDateSurgicalDisch",3180,1476,1483,"left"," ","RX Date Surgical Disch",,"Tumor","Treatment-1st Course","CoC",2003,10,,
"rxDateSurgicalDischFlag",3181,1484,1485,"left"," ","RX Date Surgical Disch Flag",,"Tumor","Treatment-1st Course","NAACCR",2010,12,,
"readmSameHosp30Days",3190,1619,1619,"left"," ","Readm Same Hosp 30 Days",,"Tumor","Treatment-1st Course","CoC",2003,10,,
"radBoostRxModality",3200,1609,1610,"right","0","Rad--Boost RX Modality",,"Tumor","Treatment-1st Course","CoC",2003,10,,
"radBoostDoseCgy",3210,1611,1615,"right","0","Rad--Boost Dose cGy",,"Tumor","Treatment-1st Course","CoC",2003,10,,
"rxDateRadiationEnded",3220,1496,1503,"left"," ","RX Date Radiation Ended",,"Tumor","Treatment-1st Course","CoC",2003,10,,
"rxDateRadiationEndedFlag",3221,1504,1505,"left"," ","RX Date Radiation Ended Flag",,"Tumor","Treatment-1st Course","NAACCR",2010,12,,
"rxDateSystemic",3230,1506,1513,"left"," ","RX Date Systemic",,"Tumor","Treatment-1st Course","CoC",2003,10,,
"rxDateSystemicFlag",3231,1514,1515,"left"," ","RX Date Systemic Flag",,"Tumor","Treatment-1st Course","NAACCR",2010,12,,
"rxSummTransplntEndocr",3250,1583,1584,"right","0","RX Summ--Transplnt/Endocr",,"Tumor","Treatment-1st Course","CoC",2003,10,,
"rxSummPalliativeProc",3270,1579,1579,"left"," ","RX Summ--Palliative Proc",,"Tumor","Treatment-1st Course","CoC",2003,10,,
"rxHospPalliativeProc",3280,799,799,"left"," ","RX Hosp--Palliative Proc",,"Tumor","Hospital-Specific","CoC",2003,10,,
"ruralurbanContinuum1993",3300,424,425,"right","0","RuralUrban Continuum 1993",,"Tumor","Demographic","NAACCR",2003,10,,
"ruralurbanContinuum2003",3310,426,427,"right","0","RuralUrban Continuum 2003",,"Tumor","Demographic","NAACCR",2003,10,,
"derivedAjcc7T",3400,1114,1116,"left"," ","Derived AJCC-7 T",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"derivedAjcc7TDescript",3402,1117,1117,"left"," ","Derived AJCC-7 T Descript",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"derivedAjcc7N",3410,1118,1120,"left"," ","Derived AJCC-7 N",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"derivedAjcc7NDescript",3412,1121,1121,"left"," ","Derived AJCC-7 N Descript",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"derivedAjcc7M",3420,1122,1124,"left"," ","Derived AJCC-7 M",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"derivedAjcc7MDescript",3422,1125,1125,"left"," ","Derived AJCC-7 M Descript",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"derivedAjcc7StageGrp",3430,1126,1128,"left"," ","Derived AJCC-7 Stage Grp",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"derivedPrerx7T",3440,1129,1131,"left"," ","Derived PreRx-7 T",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"derivedPrerx7TDescrip",3442,1132,1132,"left"," ","Derived PreRx-7 T Descrip",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"derivedPrerx7N",3450,1133,1135,"left"," ","Derived PreRx-7 N",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"derivedPrerx7NDescrip",3452,1136,1136,"left"," ","Derived PreRx-7 N Descrip",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"derivedPrerx7M",3460,1137,1139,"left"," ","Derived PreRx-7 M",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"derivedPrerx7MDescrip",3462,1140,1140,"left"," ","Derived PreRx-7 M Descrip",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"derivedPrerx7StageGrp",3470,1141,1143,"left"," ","Derived PreRx-7 Stage Grp",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"derivedPostrx7T",3480,1144,1146,"left"," ","Derived PostRx-7 T",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"derivedPostrx7N",3482,1147,1149,"left"," ","Derived PostRx-7 N",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"derivedPostrx7M",3490,1150,1151,"left"," ","Derived PostRx-7 M",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"derivedPostrx7StgeGrp",3492,1152,1154,"left"," ","Derived PostRx-7 Stge Grp",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"derivedNeoadjuvRxFlag",3600,1157,1157,"left"," ","Derived Neoadjuv Rx Flag",,"Tumor","Stage/Prognostic Factors","AJCC",2010,12,,
"seerSiteSpecificFact1",3700,1179,1179,"left"," ","SEER Site-Specific Fact 1",,"Tumor","Stage/Prognostic Factors","SEER",2010,12,,
"seerSiteSpecificFact2",3702,1180,1180,"left"," ","SEER Site-Specific Fact 2",,"Tumor","Stage/Prognostic Factors","SEER",2010,12,,
"seerSiteSpecificFact3",3704,1181,1181,"left"," ","SEER Site-Specific Fact 3",,"Tumor","Stage/Prognostic Factors","SEER",2010,12,,
"seerSiteSpecificFact4",3706,1182,1182,"left"," ","SEER Site-Specific Fact 4",,"Tumor","Stage/Prognostic Factors","SEER",2010,12,,
"seerSiteSpecificFact5",3708,1183,1183,"left"," ","SEER Site-Specific Fact 5",,"Tumor","Stage/Prognostic Factors","SEER",2010,12,,
"seerSiteSpecificFact6",3710,1184,1184,"left"," ","SEER Site-Specific Fact 6",,"Tumor","Stage/Prognostic Factors","SEER",2010,12,,
"npcrSpecificField",3720,1306,1380,"left"," ","NPCR Specific Field",,"Tumor","Stage/Prognostic Factors","NPCR",2013,13,,
"overRideCs1",3750,2016,2016,"left"," ","Over-ride CS 1",,"Tumor","Edit Overrides/Conversion History/System Admin","AJCC",2011,,,
"overRideCs2",3751,2017,2017,"left"," ","Over-ride CS 2",,"Tumor","Edit Overrides/Conversion History/System Admin","AJCC",2011,,,
"overRideCs3",3752,2018,2018,"left"," ","Over-ride CS 3",,"Tumor","Edit Overrides/Conversion History/System Admin","AJCC",2011,,,
"overRideCs4",3753,2019,2019,"left"," ","Over-ride CS 4",,"Tumor","Edit Overrides/Conversion History/System Admin","AJCC",2011,,,
"overRideCs5",3754,2020,2020,"left"," ","Over-ride CS 5",,"Tumor","Edit Overrides/Conversion History/System Admin","AJCC",2011,,,
"overRideCs6",3755,2021,2021,"left"," ","Over-ride CS 6",,"Tumor","Edit Overrides/Conversion History/System Admin","AJCC",2011,,,
"overRideCs7",3756,2022,2022,"left"," ","Over-ride CS 7",,"Tumor","Edit Overrides/Conversion History/System Admin","AJCC",2011,,,
"overRideCs8",3757,2023,2023,"left"," ","Over-ride CS 8",,"Tumor","Edit Overrides/Conversion History/System Admin","AJCC",2011,,,
"overRideCs9",3758,2024,2024,"left"," ","Over-ride CS 9",,"Tumor","Edit Overrides/Conversion History/System Admin","AJCC",2011,,,
"overRideCs10",3759,2025,2025,"left"," ","Over-ride CS 10",,"Tumor","Edit Overrides/Conversion History/System Admin","AJCC",,,,
"overRideCs11",3760,2026,2026,"left"," ","Over-ride CS 11",,"Tumor","Edit Overrides/Conversion History/System Admin","AJCC",2011,,,
"overRideCs12",3761,2027,2027,"left"," ","Over-ride CS 12",,"Tumor","Edit Overrides/Conversion History/System Admin","AJCC",,,,
"overRideCs13",3762,2028,2028,"left"," ","Over-ride CS 13",,"Tumor","Edit Overrides/Conversion History/System Admin","AJCC",2011,,,
"overRideCs14",3763,2029,2029,"left"," ","Over-ride CS 14",,"Tumor","Edit Overrides/Conversion History/System Admin","AJCC",2011,,,
"overRideCs15",3764,2030,2030,"left"," ","Over-ride CS 15",,"Tumor","Edit Overrides/Conversion History/System Admin","AJCC",2011,,,
"overRideCs16",3765,2031,2031,"left"," ","Over-ride CS 16",,"Tumor","Edit Overrides/Conversion History/System Admin","AJCC",2011,,,
"overRideCs17",3766,2032,2032,"left"," ","Over-ride CS 17",,"Tumor","Edit Overrides/Conversion History/System Admin","AJCC",2011,,,
"overRideCs18",3767,2033,2033,"left"," ","Over-ride CS 18",,"Tumor","Edit Overrides/Conversion History/System Admin","AJCC",2011,,,
"overRideCs19",3768,2034,2034,"left"," ","Over-ride CS 19",,"Tumor","Edit Overrides/Conversion History/System Admin","AJCC",2011,,,
"overRideCs20",3769,2035,2035,"left"," ","Over-ride CS 20",,"Tumor","Edit Overrides/Conversion History/System Admin","AJCC/NPCR",2011,,,
"secondaryDiagnosis1",3780,1236,1242,"left"," ","Secondary Diagnosis 1",,"Tumor","Stage/Prognostic Factors","CoC",2013,13,,
"secondaryDiagnosis2",3782,1243,1249,"left"," ","Secondary Diagnosis 2",,"Tumor","Stage/Prognostic Factors","CoC",2013,13,,
"secondaryDiagnosis3",3784,1250,1256,"left"," ","Secondary Diagnosis 3",,"Tumor","Stage/Prognostic Factors","CoC",2013,13,,
"secondaryDiagnosis4",3786,1257,1263,"left"," ","Secondary Diagnosis 4",,"Tumor","Stage/Prognostic Factors","CoC",,,,
"secondaryDiagnosis5",3788,1264,1270,"left"," ","Secondary Diagnosis 5",,"Tumor","Stage/Prognostic Factors","CoC",2013,13,,
"secondaryDiagnosis6",3790,1271,1277,"left"," ","Secondary Diagnosis 6",,"Tumor","Stage/Prognostic Factors","CoC",2013,13,,
"secondaryDiagnosis7",3792,1278,1284,"left"," ","Secondary Diagnosis 7",,"Tumor","Stage/Prognostic Factors","CoC",2013,13,,
"secondaryDiagnosis8",3794,1285,1291,"left"," ","Secondary Diagnosis 8",,"Tumor","Stage/Prognostic Factors","CoC",2013,13,,
"secondaryDiagnosis9",3796,1292,1298,"left"," ","Secondary Diagnosis 9",,"Tumor","Stage/Prognostic Factors","CoC",2013,13,,
"secondaryDiagnosis10",3798,1299,1305,"left"," ","Secondary Diagnosis 10",,"Tumor","Stage/Prognostic Factors","CoC",2013,13,,
"pathReportingFacId1",7010,4535,4559,"left"," ","Path Reporting Fac ID 1",,"Tumor","Pathology","HL7",2010,12,,
"pathReportingFacId2",7011,4641,4665,"left"," ","Path Reporting Fac ID 2",,"Tumor","Pathology","HL7",,,,
"pathReportingFacId3",7012,4747,4771,"left"," ","Path Reporting Fac ID 3",,"Tumor","Pathology","HL7",2010,12,,
"pathReportingFacId4",7013,4853,4877,"left"," ","Path Reporting Fac ID 4",,"Tumor","Pathology","HL7",2010,12,,
"pathReportingFacId5",7014,4959,4983,"left"," ","Path Reporting Fac ID 5",,"Tumor","Pathology","HL7",2010,12,,
"pathReportNumber1",7090,4560,4579,"left"," ","Path Report Number 1",,"Tumor","Pathology","HL7",2010,12,,
"pathReportNumber2",7091,4666,4685,"left"," ","Path Report Number 2",,"Tumor","Pathology","HL7",2010,12,,
"pathReportNumber3",7092,4772,4791,"left"," ","Path Report Number 3",,"Tumor","Pathology","HL7",2010,12,,
"pathReportNumber4",7093,4878,4897,"left"," ","Path Report Number 4",,"Tumor","Pathology","HL7",2010,12,,
"pathReportNumber5",7094,4984,5003,"left"," ","Path Report Number 5",,"Tumor","Pathology","HL7",2010,12,,
"pathOrderPhysLicNo1",7100,4621,4640,"left"," ","Path Order Phys Lic No 1",,"Tumor","Pathology","HL7",2010,12,,
"pathOrderPhysLicNo2",7101,4727,4746,"left"," ","Path Order Phys Lic No 2",,"Tumor","Pathology","HL7",2010,12,,
"pathOrderPhysLicNo3",7102,4833,4852,"left"," ","Path Order Phys Lic No 3",,"Tumor","Pathology","HL7",2010,12,,
"pathOrderPhysLicNo4",7103,4939,4958,"left"," ","Path Order Phys Lic No 4",,"Tumor","Pathology","HL7",2010,12,,
"pathOrderPhysLicNo5",7104,5045,5064,"left"," ","Path Order Phys Lic No 5",,"Tumor","Pathology","HL7",2010,12,,
"pathOrderingFacNo1",7190,4596,4620,"left"," ","Path Ordering Fac No 1",,"Tumor","Pathology","HL7",2010,12,,
"pathOrderingFacNo2",7191,4702,4726,"left"," ","Path Ordering Fac No 2",,"Tumor","Pathology","HL7",2010,12,,
"pathOrderingFacNo3",7192,4808,4832,"left"," ","Path Ordering Fac No 3",,"Tumor","Pathology","HL7",2010,12,,
"pathOrderingFacNo4",7193,4914,4938,"left"," ","Path Ordering Fac No 4",,"Tumor","Pathology","HL7",2010,12,,
"pathOrderingFacNo5",7194,5020,5044,"left"," ","Path Ordering Fac No 5",,"Tumor","Pathology","HL7",2010,12,,
"pathDateSpecCollect1",7320,4580,4593,"left"," ","Path Date Spec Collect 1",,"Tumor","Pathology","HL7",2010,12,,
"pathDateSpecCollect2",7321,4686,4699,"left"," ","Path Date Spec Collect 2",,"Tumor","Pathology","HL7",2010,12,,
"pathDateSpecCollect3",7322,4792,4805,"left"," ","Path Date Spec Collect 3",,"Tumor","Pathology","HL7",2010,12,,
"pathDateSpecCollect4",7323,4898,4911,"left"," ","Path Date Spec Collect 4",,"Tumor","Pathology","HL7",2010,12,,
"pathDateSpecCollect5",7324,5004,5017,"left"," ","Path Date Spec Collect 5",,"Tumor","Pathology","HL7",2010,12,,
"pathReportType1",7480,4594,4595,"right","0","Path Report Type 1",,"Tumor","Pathology","HL7",2010,12,,
"pathReportType2",7481,4700,4701,"right","0","Path Report Type 2",,"Tumor","Pathology","HL7",2010,12,,
"pathReportType3",7482,4806,4807,"right","0","Path Report Type 3",,"Tumor","Pathology","HL7",2010,12,,
"pathReportType4",7483,4912,4913,"right","0","Path Report Type 4",,"Tumor","Pathology","HL7",2010,12,,
"pathReportType5",7484,5018,5019,"right","0","Path Report Type 5",,"Tumor","Pathology","HL7",2010,12,,
