"name","item","start_col","end_col","alignment","padding","data_type","width","name_literal","default","allow_unlimited_text","parent","section","source","year_added","version_added","year_retired","version_retired","include_incidence","include_confidential","include_abstract"
"subsqRx4thcrsDateFlag",1701,2507,2508,"left"," ","digits",2,"Subsq RX 4thCrs Date Flag",,FALSE,"Tumor","Treatment-Subsequent & Other","NAACCR",2010,12,,,TRUE,TRUE,TRUE
"subsqRx4thCourseSurg",1711,2509,2510,"right","0","digits",2,"Subsq RX 4th Course Surg",,FALSE,"Tumor","Treatment-Subsequent & Other","CoC",2011,,,,TRUE,TRUE,TRUE
"subsqRx4thCourseRad",1712,2515,2515,"left"," ","digits",1,"Subsq RX 4th Course Rad",,FALSE,"Tumor","Treatment-Subsequent & Other","CoC",2011,,,,TRUE,TRUE,TRUE
"subsqRx4thCourseChemo",1713,2516,2516,"left"," ","digits",1,"Subsq RX 4th Course Chemo",,FALSE,"Tumor","Treatment-Subsequent & Other","CoC",2011,,,,TRUE,TRUE,TRUE
"subsqRx4thCourseHorm",1714,2517,2517,"left"," ","digits",1,"Subsq RX 4th Course Horm",,FALSE,"Tumor","Treatment-Subsequent & Other","CoC",2011,,,,TRUE,TRUE,TRUE
"subsqRx4thCourseBrm",1715,2518,2518,"left"," ","digits",1,"Subsq RX 4th Course BRM",,FALSE,"Tumor","Treatment-Subsequent & Other","CoC",2011,,,,TRUE,TRUE,TRUE
"subsqRx4thCourseOth",1716,2519,2519,"left"," ","digits",1,"Subsq RX 4th Course Oth",,FALSE,"Tumor","Treatment-Subsequent & Other","CoC",2011,,,,TRUE,TRUE,TRUE
"subsqRx4thScopeLnSu",1717,2511,2511,"left"," ","digits",1,"Subsq RX 4th--Scope LN Su",,FALSE,"Tumor","Treatment-Subsequent & Other","CoC",1997,,,,TRUE,TRUE,TRUE
"subsqRx4thSurgOth",1718,2512,2512,"left"," ","digits",1,"Subsq RX 4th--Surg Oth",,FALSE,"Tumor","Treatment-Subsequent & Other","CoC",1997,,,,TRUE,TRUE,TRUE
"subsqRx4thRegLnRem",1719,2513,2514,"right","0","digits",2,"Subsq RX 4th--Reg LN Rem",,FALSE,"Tumor","Treatment-Subsequent & Other","CoC",1997,,,,TRUE,TRUE,TRUE
"subsqRxReconstructDel",1741,2520,2520,"left"," ","digits",1,"Subsq RX--Reconstruct Del",,FALSE,"Tumor","Treatment-Subsequent & Other","CoC",1997,,,,TRUE,TRUE,TRUE
"dateOfLastContact",1750,2775,2782,"left"," ","date",8,"Date of Last Contact",,FALSE,"Patient","Follow-up/Recurrence/Death","SEER/CoC",,,,,TRUE,TRUE,TRUE
"dateOfLastContactFlag",1751,2783,2784,"left"," ","digits",2,"Date of Last Contact Flag",,FALSE,"Patient","Follow-up/Recurrence/Death","NAACCR",2010,12,,,TRUE,TRUE,TRUE
"dateOfDeathCanada",1755,2953,2960,"left"," ","date",8,"Date of Death--Canada",,FALSE,"Patient","Follow-up/Recurrence/Death","CCCR",2009,,,,TRUE,TRUE,TRUE
"dateOfDeathCanadaFlag",1756,2961,2962,"left"," ","digits",2,"Date of Death--CanadaFlag",,FALSE,"Patient","Follow-up/Recurrence/Death","NAACCR",2010,12,,,TRUE,TRUE,TRUE
"vitalStatus",1760,2785,2785,"left"," ","digits",1,"Vital Status",,FALSE,"Patient","Follow-up/Recurrence/Death","SEER/CoC",,,,,TRUE,TRUE,TRUE
"vitalStatusRecode",1762,2786,2786,"left"," ","digits",1,"Vital Status Recode",,FALSE,"Patient","Follow-up/Recurrence/Death","NAACCR",2018,18,,,TRUE,TRUE,TRUE
"cancerStatus",1770,2787,2787,"left"," ","digits",1,"Cancer Status",,FALSE,"Tumor","Follow-up/Recurrence/Death","CoC",,,,,TRUE,TRUE,TRUE
"dateOfLastCancerStatus",1772,2788,2795,"left"," ","date",8,"Date of Last Cancer (tumor) Status",,FALSE,"Tumor","Follow-up/Recurrence/Death","CoC",2018,18,,,TRUE,TRUE,TRUE
"dateOfLastCancerStatusFlag",1773,2796,2797,"left"," ","digits",2,"Date of Last Cancer (tumor) Status Flag",,FALSE,"Tumor","Follow-up/Recurrence/Death","CoC",2018,18,,,TRUE,TRUE,TRUE
"recordNumberRecode",1775,2798,2799,"left"," ","digits",2,"Record Number Recode",,FALSE,"Tumor","Follow-up/Recurrence/Death","NAACCR",2018,18,,,TRUE,TRUE,TRUE
"qualityOfSurvival",1780,2800,2800,"left"," ","digits",1,"Quality of Survival",,FALSE,"Tumor","Follow-up/Recurrence/Death","CoC",,,,,TRUE,TRUE,TRUE
"survDateActiveFollowup",1782,2965,2972,"left"," ","date",8,"Surv-Date Active Followup",,FALSE,"Tumor","Follow-up/Recurrence/Death","NAACCR",2015,15,,,TRUE,TRUE,TRUE
"survFlagActiveFollowup",1783,2973,2973,"left"," ","digits",1,"Surv-Flag Active Followup",,FALSE,"Tumor","Follow-up/Recurrence/Death","NAACCR",2015,15,,,TRUE,TRUE,TRUE
"survMosActiveFollowup",1784,2974,2977,"right","0","digits",4,"Surv-Mos Active Followup",,FALSE,"Tumor","Follow-up/Recurrence/Death","NAACCR",2015,15,,,TRUE,TRUE,TRUE
"survDatePresumedAlive",1785,2978,2985,"left"," ","date",8,"Surv-Date Presumed Alive",,FALSE,"Tumor","Follow-up/Recurrence/Death","NAACCR",2015,15,,,TRUE,TRUE,TRUE
"survFlagPresumedAlive",1786,2986,2986,"left"," ","digits",1,"Surv-Flag Presumed Alive",,FALSE,"Tumor","Follow-up/Recurrence/Death","NAACCR",2015,15,,,TRUE,TRUE,TRUE
"survMosPresumedAlive",1787,2987,2990,"right","0","digits",4,"Surv-Mos Presumed Alive",,FALSE,"Tumor","Follow-up/Recurrence/Death","NAACCR",2015,15,,,TRUE,TRUE,TRUE
"survDateDxRecode",1788,2991,2998,"left"," ","date",8,"Surv-Date DX Recode",,FALSE,"Tumor","Follow-up/Recurrence/Death","NAACCR",2015,15,,,TRUE,TRUE,TRUE
"followUpSource",1790,2801,2801,"left"," ","digits",1,"Follow-Up Source",,FALSE,"Tumor","Follow-up/Recurrence/Death","CoC",,,,,TRUE,TRUE,TRUE
"followUpSourceCentral",1791,2951,2952,"right","0","digits",2,"Follow-up Source Central",,FALSE,"Tumor","Follow-up/Recurrence/Death","NAACCR",2006,11,,,TRUE,TRUE,TRUE
"nextFollowUpSource",1800,2802,2802,"left"," ","digits",1,"Next Follow-Up Source",,FALSE,"Tumor","Follow-up/Recurrence/Death","CoC",,,,,TRUE,TRUE,TRUE
"addrCurrentCity",1810,2803,2852,"left"," ","text",50,"Addr Current--City",,FALSE,"Patient","Follow-up/Recurrence/Death","CoC",,,,,TRUE,TRUE,TRUE
"addrCurrentState",1820,2853,2854,"left"," ","alpha",2,"Addr Current--State",,FALSE,"Patient","Follow-up/Recurrence/Death","CoC",,,,,TRUE,TRUE,TRUE
"addrCurrentPostalCode",1830,2855,2863,"left"," ","text",9,"Addr Current--Postal Code",,FALSE,"Patient","Follow-up/Recurrence/Death","CoC",,,,,TRUE,TRUE,TRUE
"addrCurrentCountry",1832,467,469,"left"," ","alpha",3,"Addr Current--Country",,FALSE,"Patient","Demographic","NAACCR",2013,13,,,TRUE,TRUE,TRUE
"countyCurrent",1840,2864,2866,"right","0","digits",3,"County--Current",,FALSE,"Patient","Follow-up/Recurrence/Death","NAACCR",,,,,TRUE,TRUE,TRUE
"followUpContactCity",1842,2879,2928,"left"," ","text",50,"Follow-Up Contact--City",,FALSE,"Tumor","Follow-up/Recurrence/Death","SEER",1997,,,,TRUE,TRUE,TRUE
"followUpContactState",1844,2929,2930,"left"," ","alpha",2,"Follow-Up Contact--State",,FALSE,"Tumor","Follow-up/Recurrence/Death","SEER",1997,,,,TRUE,TRUE,TRUE
"followUpContactPostal",1846,2931,2939,"left"," ","text",9,"Follow-Up Contact--Postal",,FALSE,"Tumor","Follow-up/Recurrence/Death","SEER",1997,,,,TRUE,TRUE,TRUE
"followupContactCountry",1847,475,477,"left"," ","alpha",3,"FollowUp Contact--Country",,FALSE,"Tumor","Demographic","NAACCR",2013,13,,,TRUE,TRUE,TRUE
"unusualFollowUpMethod",1850,2963,2964,"left"," ","digits",2,"Unusual Follow-Up Method",,FALSE,"Tumor","Follow-up/Recurrence/Death","NAACCR",,,,,TRUE,TRUE,TRUE
"recurrenceDate1st",1860,2867,2874,"left"," ","date",8,"Recurrence Date--1st",,FALSE,"Tumor","Follow-up/Recurrence/Death","CoC",,,,,TRUE,TRUE,TRUE
"recurrenceDate1stFlag",1861,2875,2876,"left"," ","digits",2,"Recurrence Date--1st Flag",,FALSE,"Tumor","Follow-up/Recurrence/Death","NAACCR",2010,12,,,TRUE,TRUE,TRUE
"recurrenceType1st",1880,2877,2878,"right","0","digits",2,"Recurrence Type--1st",,FALSE,"Tumor","Follow-up/Recurrence/Death","CoC",,,,,TRUE,TRUE,TRUE
"causeOfDeath",1910,2940,2943,"left"," ","text",4,"Cause of Death",,FALSE,"Patient","Follow-up/Recurrence/Death","SEER",,,,,TRUE,TRUE,TRUE
"seerCauseSpecificCod",1914,2944,2944,"left"," ","digits",1,"SEER Cause Specific COD",,FALSE,"Tumor","Follow-up/Recurrence/Death","SEER",2018,18,,,TRUE,TRUE,TRUE
"seerOtherCod",1915,2945,2945,"left"," ","digits",1,"SEER Other COD",,FALSE,"Tumor","Follow-up/Recurrence/Death","SEER",2018,18,,,TRUE,TRUE,TRUE
"icdRevisionNumber",1920,2946,2946,"left"," ","digits",1,"ICD Revision Number",,FALSE,"Patient","Follow-up/Recurrence/Death","SEER",,,,,TRUE,TRUE,TRUE
"autopsy",1930,2947,2947,"left"," ","digits",1,"Autopsy",,FALSE,"Patient","Follow-up/Recurrence/Death","NAACCR",,,,,TRUE,TRUE,TRUE
"placeOfDeath",1940,2948,2950,"right","0","text",3,"Place of Death",,FALSE,"Patient","Follow-up/Recurrence/Death","NPCR",,,,,TRUE,TRUE,TRUE
"placeOfDeathState",1942,478,479,"left"," ","alpha",2,"Place of Death--State",,FALSE,"Patient","Demographic","NAACCR",2013,13,,,TRUE,TRUE,TRUE
"placeOfDeathCountry",1944,480,482,"left"," ","alpha",3,"Place of Death--Country",,FALSE,"Patient","Demographic","NAACCR",2013,13,,,TRUE,TRUE,TRUE
"siteIcdO1",1960,2596,2599,"left"," ","digits",4,"Site (73-91) ICD-O-1",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","SEER",,,,,TRUE,TRUE,TRUE
"histologyIcdO1",1971,2600,2603,"left"," ","digits",4,"Histology (73-91) ICD-O-1",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","SEER",,,,,TRUE,TRUE,TRUE
"behaviorIcdO1",1972,2604,2604,"left"," ","digits",1,"Behavior (73-91) ICD-O-1",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","SEER",,,,,TRUE,TRUE,TRUE
"gradeIcdO1",1973,2605,2605,"left"," ","digits",1,"Grade (73-91) ICD-O-1",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","SEER",,,,,TRUE,TRUE,TRUE
"icdO2ConversionFlag",1980,2606,2606,"left"," ","digits",1,"ICD-O-2 Conversion Flag",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","SEER",,,,,TRUE,TRUE,TRUE
"overRideSsNodespos",1981,2571,2571,"left"," ","digits",1,"Over-ride SS/NodesPos",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","NAACCR",2001,9,,,TRUE,TRUE,TRUE
"overRideSsTnmN",1982,2572,2572,"left"," ","digits",1,"Over-ride SS/TNM-N",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","NAACCR",,,,,TRUE,TRUE,TRUE
"overRideSsTnmM",1983,2573,2573,"left"," ","digits",1,"Over-ride SS/TNM-M",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","NAACCR",2001,9,,,TRUE,TRUE,TRUE
"overRideAcsnClassSeq",1985,2574,2574,"left"," ","digits",1,"Over-ride Acsn/Class/Seq",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","CoC",2001,9,,,TRUE,TRUE,TRUE
"overRideHospseqDxconf",1986,2575,2575,"left"," ","digits",1,"Over-ride HospSeq/DxConf",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","CoC",2001,9,,,TRUE,TRUE,TRUE
"overRideCocSiteType",1987,2576,2576,"left"," ","digits",1,"Over-ride CoC-Site/Type",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","CoC",2001,9,,,TRUE,TRUE,TRUE
"overRideHospseqSite",1988,2577,2577,"left"," ","digits",1,"Over-ride HospSeq/Site",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","CoC",2001,9,,,TRUE,TRUE,TRUE
"overRideSiteTnmStggrp",1989,2578,2578,"left"," ","digits",1,"Over-ride Site/TNM-StgGrp",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","CoC",2001,9,,,TRUE,TRUE,TRUE
"overRideAgeSiteMorph",1990,2579,2579,"left"," ","digits",1,"Over-ride Age/Site/Morph",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","SEER",,,,,TRUE,TRUE,TRUE
"overRideTnmStage",1992,2580,2580,"left"," ","digits",1,"Over-ride TNM Stage",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","NAACCR",2018,18,,,TRUE,TRUE,TRUE
"overRideTnmTis",1993,2581,2581,"left"," ","digits",1,"Over-ride TNM Tis",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","NAACCR",2018,18,,,TRUE,TRUE,TRUE
"overRideTnm3",1994,2582,2582,"left"," ","digits",1,"Over-ride TNM 3",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","NAACCR",2018,18,,,TRUE,TRUE,TRUE
"overRideSeqnoDxconf",2000,2583,2583,"left"," ","digits",1,"Over-ride SeqNo/DxConf",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","SEER",,,,,TRUE,TRUE,TRUE
"overRideSiteLatSeqno",2010,2584,2584,"left"," ","digits",1,"Over-ride Site/Lat/SeqNo",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","SEER",,,,,TRUE,TRUE,TRUE
"overRideSurgDxconf",2020,2585,2585,"left"," ","digits",1,"Over-ride Surg/DxConf",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","SEER",,,,,TRUE,TRUE,TRUE
"overRideSiteType",2030,2586,2586,"left"," ","digits",1,"Over-ride Site/Type",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","SEER",,,,,TRUE,TRUE,TRUE
"overRideHistology",2040,2587,2587,"left"," ","digits",1,"Over-ride Histology",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","SEER",,,,,TRUE,TRUE,TRUE
"overRideReportSource",2050,2588,2588,"left"," ","digits",1,"Over-ride Report Source",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","SEER",,,,,TRUE,TRUE,TRUE
"overRideIllDefineSite",2060,2589,2589,"left"," ","digits",1,"Over-ride Ill-define Site",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","SEER",,,,,TRUE,TRUE,TRUE
"overRideLeukLymphoma",2070,2590,2590,"left"," ","digits",1,"Over-ride Leuk, Lymphoma",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","SEER",,,,,TRUE,TRUE,TRUE
"overRideSiteBehavior",2071,2591,2591,"left"," ","digits",1,"Over-ride Site/Behavior",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","SEER",1997,,,,TRUE,TRUE,TRUE
"overRideSiteEodDxDt",2072,2592,2592,"left"," ","digits",1,"Over-ride Site/EOD/DX Dt",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","SEER",1997,,,,TRUE,TRUE,TRUE
"overRideSiteLatEod",2073,2593,2593,"left"," ","digits",1,"Over-ride Site/Lat/EOD",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","SEER",1997,,,,TRUE,TRUE,TRUE
"overRideSiteLatMorph",2074,2594,2594,"left"," ","digits",1,"Over-ride Site/Lat/Morph",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","SEER",1997,,,,TRUE,TRUE,TRUE
"overRideNameSex",2078,2595,2595,"left"," ","digits",1,"Over-ride Name/Sex",,FALSE,"Patient","Edit Overrides/Conversion History/System Admin","NAACCR",2018,18,,,TRUE,TRUE,TRUE
"crcChecksum",2081,2607,2616,"left"," ","text",10,"CRC CHECKSUM",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","NAACCR",1998,6,,,TRUE,TRUE,TRUE
"dateCaseInitiated",2085,2640,2647,"left"," ","date",8,"Date Case Initiated",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","NAACCR",2010,12,,,TRUE,TRUE,TRUE
"dateCaseCompleted",2090,2648,2655,"left"," ","date",8,"Date Case Completed",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","NAACCR",,,,,TRUE,TRUE,TRUE
"dateCaseCompletedCoc",2092,2656,2663,"left"," ","date",8,"Date Case Completed--CoC",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","CoC",2010,12,,,TRUE,TRUE,TRUE
"dateCaseLastChanged",2100,2664,2671,"left"," ","date",8,"Date Case Last Changed",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","NAACCR",,,,,TRUE,TRUE,TRUE
"dateCaseReportExported",2110,2672,2679,"left"," ","date",8,"Date Case Report Exported",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","NPCR",,,,,TRUE,TRUE,TRUE
"dateCaseReportReceived",2111,2680,2687,"left"," ","date",8,"Date Case Report Received",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","NPCR",1997,,,,TRUE,TRUE,TRUE
"dateCaseReportLoaded",2112,2688,2695,"left"," ","date",8,"Date Case Report Loaded",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","NPCR",1997,,,,TRUE,TRUE,TRUE
"dateTumorRecordAvailbl",2113,2696,2703,"left"," ","date",8,"Date Tumor Record Availbl",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","NPCR",1997,,,,TRUE,TRUE,TRUE
"icdO3ConversionFlag",2116,2704,2704,"left"," ","digits",1,"ICD-O-3 Conversion Flag",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","SEER/CoC",2001,9,,,TRUE,TRUE,TRUE
"schemaIdVersionCurrent",2117,,,"left"," ","text",5,"Schema ID Version Current",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin",,,,,,TRUE,TRUE,TRUE
"schemaIdVersionOriginal",2118,,,"left"," ","text",5,"Schema ID Version Original",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin",,,,,,TRUE,TRUE,TRUE
"seerCodingSysCurrent",2120,2617,2617,"left"," ","mixed",1,"SEER Coding Sys--Current",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","NAACCR",,,,,TRUE,TRUE,TRUE
"seerCodingSysOriginal",2130,2618,2618,"left"," ","mixed",1,"SEER Coding Sys--Original",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","NAACCR",,,,,TRUE,TRUE,TRUE
"cocCodingSysCurrent",2140,2619,2620,"right","0","digits",2,"CoC Coding Sys--Current",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","CoC",,,,,TRUE,TRUE,TRUE
"cocCodingSysOriginal",2150,2621,2622,"right","0","digits",2,"CoC Coding Sys--Original",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","CoC",,,,,TRUE,TRUE,TRUE
"cocAccreditedFlag",2152,2624,2624,"left"," ","digits",1,"CoC Accredited Flag",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","NPCR",2018,18,,,TRUE,TRUE,TRUE
"rqrsNcdbSubmissionFlag",2155,2623,2623,"left"," ","digits",1,"RQRS NCDB Submission Flag",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","CoC",2018,18,,,TRUE,TRUE,TRUE
"ajccApiVersionCurrent",2156,,,"left"," ","text",8,"AJCC API Version Current",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin",,,,,,TRUE,TRUE,TRUE
"ajccApiVersionOriginal",2157,,,"left"," ","text",8,"AJCC API Version Original",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin",,,,,,TRUE,TRUE,TRUE
"ajccCancerSurvApiVersionCurrent",2158,,,"left"," ","text",13,"AJCC Cancer Surveillance API Version Current",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin",,,,,,TRUE,TRUE,TRUE
"ajccCancerSurvApiVersionOriginal",2159,,,"left"," ","text",13,"AJCC Cancer Surveillance API Version Original",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin",,,,,,TRUE,TRUE,TRUE
"vendorName",2170,2625,2634,"left"," ","text",10,"Vendor Name",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","NAACCR",2011,,,,TRUE,TRUE,TRUE
"seerTypeOfFollowUp",2180,2635,2635,"left"," ","digits",1,"SEER Type of Follow-Up",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","SEER",1995,4,,,TRUE,TRUE,TRUE
"seerRecordNumber",2190,2636,2637,"right","0","digits",2,"SEER Record Number",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","SEER",1995,4,,,TRUE,TRUE,TRUE
"diagnosticProc7387",2200,2638,2639,"left"," ","text",2,"Diagnostic Proc 73-87",,FALSE,"Tumor","Edit Overrides/Conversion History/System Admin","SEER",1995,5,,,TRUE,TRUE,TRUE
"stateRequestorItems",2220,3049,4048,"left"," ","text",1000,"State/Requestor Items",,FALSE,"Tumor","Special Use","Varies",2011,,,,TRUE,TRUE,TRUE
"nameLast",2230,4049,4088,"left"," ","text",40,"Name--Last",,FALSE,"Patient","Patient-Confidential","CoC",2011,,,,FALSE,TRUE,TRUE
"nameBirthSurname",2232,,,"left"," ","text",40,"Name--Birth Surname",,FALSE,"Patient","Patient-Confidential",,,,,,FALSE,TRUE,TRUE
"nameFirst",2240,4089,4128,"left"," ","text",40,"Name--First",,FALSE,"Patient","Patient-Confidential","CoC",,,,,FALSE,TRUE,TRUE
"nameMiddle",2250,4129,4168,"left"," ","text",40,"Name--Middle",,FALSE,"Patient","Patient-Confidential","CoC",,,,,FALSE,TRUE,TRUE
"namePrefix",2260,4169,4171,"left"," ","text",3,"Name--Prefix",,FALSE,"Patient","Patient-Confidential","NAACCR",2011,,,,FALSE,TRUE,TRUE
"nameSuffix",2270,4172,4174,"left"," ","text",3,"Name--Suffix",,FALSE,"Patient","Patient-Confidential","NAACCR",2011,,,,FALSE,TRUE,TRUE
"nameAlias",2280,4175,4214,"left"," ","text",40,"Name--Alias",,FALSE,"Patient","Patient-Confidential","NAACCR",,,,,FALSE,TRUE,TRUE
"nameSpouseParent",2290,4255,4314,"left"," ","text",60,"Name--Spouse/Parent",,FALSE,"Tumor","Patient-Confidential","NAACCR",2011,,,,FALSE,TRUE,TRUE
"medicalRecordNumber",2300,4315,4325,"right"," ","text",15,"Medical Record Number",,FALSE,"Tumor","Patient-Confidential","CoC",,,,,FALSE,TRUE,TRUE
"militaryRecordNoSuffix",2310,4326,4327,"right","0","digits",2,"Military Record No Suffix",,FALSE,"Tumor","Patient-Confidential","CoC",,,,,FALSE,TRUE,TRUE
"medicareBeneficiaryIdentifier",2315,4337,4347,"left"," ","text",11,"Medicare Beneficiary Identifier",,FALSE,"Patient","Patient-Confidential","NAACCR",2018,18,,,FALSE,TRUE,TRUE
"socialSecurityNumber",2320,4328,4336,"left"," ","digits",9,"Social Security Number",,FALSE,"Patient","Patient-Confidential","CoC",,,,,FALSE,TRUE,TRUE
"addrAtDxNoStreet",2330,4348,4407,"left"," ","text",60,"Addr at DX--No & Street",,FALSE,"Tumor","Patient-Confidential","CoC",,,,,FALSE,TRUE,TRUE
"addrAtDxSupplementl",2335,4408,4467,"left"," ","text",60,"Addr at DX--Supplementl",,FALSE,"Tumor","Patient-Confidential","CoC",2003,10,,,FALSE,TRUE,TRUE
"addrCurrentNoStreet",2350,4468,4527,"left"," ","text",60,"Addr Current--No & Street",,FALSE,"Patient","Patient-Confidential","CoC",,,,,FALSE,TRUE,TRUE
"latitude",2352,4784,4793,"right"," ","text",10,"Latitude",,FALSE,"Tumor","Patient-Confidential","NAACCR",2003,10,,,FALSE,TRUE,TRUE
"longitude",2354,4794,4804,"right"," ","text",11,"Longitude",,FALSE,"Tumor","Patient-Confidential","NAACCR",2003,10,,,FALSE,TRUE,TRUE
"addrCurrentSupplementl",2355,4528,4587,"left"," ","text",60,"Addr Current--Supplementl",,FALSE,"Patient","Patient-Confidential","CoC",2003,10,,,FALSE,TRUE,TRUE
"telephone",2360,4588,4597,"left"," ","digits",10,"Telephone",,FALSE,"Patient","Patient-Confidential","CoC",,,,,FALSE,TRUE,TRUE
"dcStateFileNumber",2380,4598,4603,"left"," ","text",6,"DC State File Number",,FALSE,"Patient","Patient-Confidential","State",2011,,,,FALSE,TRUE,TRUE
"nameMaiden",2390,4215,4254,"left"," ","text",40,"Name--Maiden",,FALSE,"Patient","Patient-Confidential","NAACCR",,,,,FALSE,TRUE,TRUE
"followUpContactNost",2392,4664,4723,"left"," ","text",60,"Follow-Up Contact--No&St",,FALSE,"Tumor","Patient-Confidential","SEER",1997,,,,FALSE,TRUE,TRUE
"followUpContactSuppl",2393,4724,4783,"left"," ","text",60,"Follow-Up Contact--Suppl",,FALSE,"Tumor","Patient-Confidential","SEER",2003,10,,,FALSE,TRUE,TRUE
"followUpContactName",2394,4604,4663,"left"," ","text",60,"Follow-Up Contact--Name",,FALSE,"Tumor","Patient-Confidential","SEER",1997,,,,FALSE,TRUE,TRUE
"institutionReferredFrom",2410,4935,4944,"right","0","text",10,"Institution Referred From",,FALSE,"Tumor","Hospital-Confidential","CoC",,,,,FALSE,TRUE,TRUE
"npiInstReferredFrom",2415,4925,4934,"left"," ","digits",10,"NPI--Inst Referred From",,FALSE,"Tumor","Hospital-Confidential","CMS",2007,,,,FALSE,TRUE,TRUE
"institutionReferredTo",2420,4955,4964,"right","0","text",10,"Institution Referred To",,FALSE,"Tumor","Hospital-Confidential","CoC",,,,,FALSE,TRUE,TRUE
"npiInstReferredTo",2425,4945,4954,"left"," ","digits",10,"NPI--Inst Referred To",,FALSE,"Tumor","Hospital-Confidential","CMS",2007,,,,FALSE,TRUE,TRUE
"followingRegistry",2440,4915,4924,"right","0","digits",10,"Following Registry",,FALSE,"Tumor","Hospital-Confidential","CoC",,,,,FALSE,TRUE,TRUE
"npiFollowingRegistry",2445,4905,4914,"left"," ","digits",10,"NPI--Following Registry",,FALSE,"Tumor","Hospital-Confidential","CMS",2007,,,,FALSE,TRUE,TRUE
"physicianManaging",2460,5025,5032,"left"," ","text",8,"Physician--Managing",,FALSE,"Tumor","Other-Confidential","NAACCR",,,,,FALSE,TRUE,TRUE
"npiPhysicianManaging",2465,5015,5024,"left"," ","digits",10,"NPI--Physician--Managing",,FALSE,"Tumor","Other-Confidential","CMS",2007,,,,FALSE,TRUE,TRUE
"physicianFollowUp",2470,5043,5050,"left"," ","text",8,"Physician--Follow-Up",,FALSE,"Tumor","Other-Confidential","CoC",,,,,FALSE,TRUE,TRUE
"npiPhysicianFollowUp",2475,5033,5042,"left"," ","digits",10,"NPI--Physician--Follow-Up",,FALSE,"Tumor","Other-Confidential","CMS",2007,,,,FALSE,TRUE,TRUE
"physicianPrimarySurg",2480,5061,5068,"left"," ","text",8,"Physician--Primary Surg",,FALSE,"Tumor","Other-Confidential","CoC",,,,,FALSE,TRUE,TRUE
"npiPhysicianPrimarySurg",2485,5051,5060,"left"," ","digits",10,"NPI--Physician--Primary Surg",,FALSE,"Tumor","Other-Confidential","CMS",2007,,,,FALSE,TRUE,TRUE
